022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CASP8
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CCDC40
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CDC37
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CDH4
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CDK6
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CFAP20DC
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CFAP69
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CFHR4
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CHFR
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CHRDL1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CLSTN2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CNNM2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	COL4A2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	COL6A3
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	COQ2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CUL3
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CYB5R3
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	DAGLA
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	DNAH1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	DNAH5
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	DOT1L
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	DPY19L1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	DSCAM
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	DST
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	EEF2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	EHMT1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ERMP1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ESYT2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	FAF2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	FAT4
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	FETUB
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	GAB3
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	GABRQ
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	GCLC
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	GDF6
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	GDF9
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	GDNF
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	GNA13
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	GPR155
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	GRK3
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	HNRNPA3
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	HTR2C
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	IL7R
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	IQCH
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	JPH4
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	KHSRP
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	KIF14
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	KIF6
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	KLHDC8B
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	KRT35
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	KRTAP6-2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	L3MBTL4
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	LHX8
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	LRRC1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	LRRIQ1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	MAL
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	MDH1B
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	MED6
