Gene	COAD_cases	COAD_percent	READ_cases	READ_percent	Total_cases	Overall_percent
SLC6A2	16	3.73832	3	1.93548	19	3.25901
SLCO5A1	15	3.50467	4	2.58065	19	3.25901
SLFN13	17	3.97196	2	1.29032	19	3.25901
SNAPC4	14	3.27103	5	3.22581	19	3.25901
SNED1	16	3.73832	3	1.93548	19	3.25901
SNX25	14	3.27103	5	3.22581	19	3.25901
SORCS2	14	3.27103	5	3.22581	19	3.25901
SOS2	17	3.97196	2	1.29032	19	3.25901
SPAG16	11	2.57009	8	5.16129	19	3.25901
SRFBP1	17	3.97196	2	1.29032	19	3.25901
SRRM1	16	3.73832	3	1.93548	19	3.25901
SRRM4	18	4.20561	1	0.645161	19	3.25901
SWT1	14	3.27103	5	3.22581	19	3.25901
SYNJ2	17	3.97196	2	1.29032	19	3.25901
TAOK2	18	4.20561	1	0.645161	19	3.25901
TBC1D25	18	4.20561	1	0.645161	19	3.25901
TBC1D8B	12	2.80374	7	4.51613	19	3.25901
TBC1D9B	17	3.97196	2	1.29032	19	3.25901
TBXT	16	3.73832	3	1.93548	19	3.25901
TCF4	14	3.27103	5	3.22581	19	3.25901
TIMELESS	18	4.20561	1	0.645161	19	3.25901
TJP1	14	3.27103	5	3.22581	19	3.25901
TLN2	17	3.97196	2	1.29032	19	3.25901
TLR7	15	3.50467	4	2.58065	19	3.25901
TLR8	12	2.80374	7	4.51613	19	3.25901
TLR9	14	3.27103	5	3.22581	19	3.25901
TMF1	15	3.50467	4	2.58065	19	3.25901
TOP2A	14	3.27103	5	3.22581	19	3.25901
TOP3A	15	3.50467	4	2.58065	19	3.25901
TOPBP1	14	3.27103	5	3.22581	19	3.25901
TOPORS	14	3.27103	5	3.22581	19	3.25901
TRIM37	16	3.73832	3	1.93548	19	3.25901
TRIM46	17	3.97196	2	1.29032	19	3.25901
TRPV5	17	3.97196	2	1.29032	19	3.25901
TSC1	18	4.20561	1	0.645161	19	3.25901
TTC37	16	3.73832	3	1.93548	19	3.25901
TTF1	17	3.97196	2	1.29032	19	3.25901
TUBGCP2	15	3.50467	4	2.58065	19	3.25901
TXLNB	16	3.73832	3	1.93548	19	3.25901
UACA	13	3.03738	6	3.87097	19	3.25901
UBN2	16	3.73832	3	1.93548	19	3.25901
UGT3A2	14	3.27103	5	3.22581	19	3.25901
ULK1	17	3.97196	2	1.29032	19	3.25901
ULK4	13	3.03738	6	3.87097	19	3.25901
UNC13B	16	3.73832	3	1.93548	19	3.25901
UPF1	15	3.50467	4	2.58065	19	3.25901
USP43	15	3.50467	4	2.58065	19	3.25901
USP44	15	3.50467	4	2.58065	19	3.25901
WDR49	17	3.97196	2	1.29032	19	3.25901
WDR72	14	3.27103	5	3.22581	19	3.25901
WRN	15	3.50467	4	2.58065	19	3.25901
YTHDC1	14	3.27103	5	3.22581	19	3.25901
ZBTB7C	18	4.20561	1	0.645161	19	3.25901
ZC3H4	16	3.73832	3	1.93548	19	3.25901
ZDHHC7	15	3.50467	4	2.58065	19	3.25901
ZDHHC8	17	3.97196	2	1.29032	19	3.25901
ZIC4	15	3.50467	4	2.58065	19	3.25901
ZMYM1	14	3.27103	5	3.22581	19	3.25901
ZNF304	14	3.27103	5	3.22581	19	3.25901
ZNF366	15	3.50467	4	2.58065	19	3.25901
ZNF479	14	3.27103	5	3.22581	19	3.25901
ZNF528	13	3.03738	6	3.87097	19	3.25901
ZNF546	13	3.03738	6	3.87097	19	3.25901
ZNF607	14	3.27103	5	3.22581	19	3.25901
ZSWIM8	15	3.50467	4	2.58065	19	3.25901
ABL1	15	3.50467	3	1.93548	18	3.08748
AC011462.1	17	3.97196	1	0.645161	18	3.08748
ACTN1	12	2.80374	6	3.87097	18	3.08748
ACVR2B	15	3.50467	3	1.93548	18	3.08748
ADAM18	14	3.27103	4	2.58065	18	3.08748
ADAM21	14	3.27103	4	2.58065	18	3.08748
ADAMTS14	12	2.80374	6	3.87097	18	3.08748
ADAR	15	3.50467	3	1.93548	18	3.08748
ADD3	16	3.73832	2	1.29032	18	3.08748
ADGRL4	15	3.50467	3	1.93548	18	3.08748
ADNP	14	3.27103	4	2.58065	18	3.08748
AGBL5	15	3.50467	3	1.93548	18	3.08748
AGO4	15	3.50467	3	1.93548	18	3.08748
ANKRD44	15	3.50467	3	1.93548	18	3.08748
AP3D1	16	3.73832	2	1.29032	18	3.08748
ARHGEF10L	15	3.50467	3	1.93548	18	3.08748
ARHGEF18	15	3.50467	3	1.93548	18	3.08748
ARHGEF6	15	3.50467	3	1.93548	18	3.08748
ARID5B	11	2.57009	7	4.51613	18	3.08748
AXL	16	3.73832	2	1.29032	18	3.08748
BCAS3	15	3.50467	3	1.93548	18	3.08748
BCL11A	17	3.97196	1	0.645161	18	3.08748
BEND3	17	3.97196	1	0.645161	18	3.08748
BICC1	16	3.73832	2	1.29032	18	3.08748
BRSK1	16	3.73832	2	1.29032	18	3.08748
C10orf120	16	3.73832	2	1.29032	18	3.08748
C1R	15	3.50467	3	1.93548	18	3.08748
C2CD5	15	3.50467	3	1.93548	18	3.08748
C6orf118	15	3.50467	3	1.93548	18	3.08748
CAMSAP3	17	3.97196	1	0.645161	18	3.08748
CATSPERB	14	3.27103	4	2.58065	18	3.08748
CCAR1	16	3.73832	2	1.29032	18	3.08748
CCNA1	17	3.97196	1	0.645161	18	3.08748
CD58	15	3.50467	3	1.93548	18	3.08748
CDH22	15	3.50467	3	1.93548	18	3.08748
CDYL	14	3.27103	4	2.58065	18	3.08748
CEP120	16	3.73832	2	1.29032	18	3.08748
CEP128	14	3.27103	4	2.58065	18	3.08748
CEP170B	17	3.97196	1	0.645161	18	3.08748
CFAP46	12	2.80374	6	3.87097	18	3.08748
CFAP58	15	3.50467	3	1.93548	18	3.08748
CHST2	15	3.50467	3	1.93548	18	3.08748
CNKSR1	16	3.73832	2	1.29032	18	3.08748
CNTNAP3	14	3.27103	4	2.58065	18	3.08748
COL28A1	14	3.27103	4	2.58065	18	3.08748
CP	13	3.03738	5	3.22581	18	3.08748
CPQ	15	3.50467	3	1.93548	18	3.08748
CPXM2	13	3.03738	5	3.22581	18	3.08748
CPZ	14	3.27103	4	2.58065	18	3.08748
CSDE1	15	3.50467	3	1.93548	18	3.08748
CSNK1A1L	14	3.27103	4	2.58065	18	3.08748
DACH2	13	3.03738	5	3.22581	18	3.08748
DCAF1	14	3.27103	4	2.58065	18	3.08748
DCX	14	3.27103	4	2.58065	18	3.08748
DDX17	18	4.20561	0	0	18	3.08748
DDX60	17	3.97196	1	0.645161	18	3.08748
DGKZ	15	3.50467	3	1.93548	18	3.08748
DHX29	16	3.73832	2	1.29032	18	3.08748
DHX34	17	3.97196	1	0.645161	18	3.08748
DHX57	15	3.50467	3	1.93548	18	3.08748
DIAPH1	15	3.50467	3	1.93548	18	3.08748
DLGAP1	15	3.50467	3	1.93548	18	3.08748
DNAI1	12	2.80374	6	3.87097	18	3.08748
DNAI3	14	3.27103	4	2.58065	18	3.08748
DNAI4	15	3.50467	3	1.93548	18	3.08748
DNM2	13	3.03738	5	3.22581	18	3.08748
DZIP1	15	3.50467	3	1.93548	18	3.08748
DZIP3	12	2.80374	6	3.87097	18	3.08748
EHMT2	12	2.80374	6	3.87097	18	3.08748
EIF2AK1	17	3.97196	1	0.645161	18	3.08748
EIF2AK3	16	3.73832	2	1.29032	18	3.08748
EML4	14	3.27103	4	2.58065	18	3.08748
ENC1	16	3.73832	2	1.29032	18	3.08748
ENPP2	15	3.50467	3	1.93548	18	3.08748
EPHA2	17	3.97196	1	0.645161	18	3.08748
EPS8L1	17	3.97196	1	0.645161	18	3.08748
ESCO1	13	3.03738	5	3.22581	18	3.08748
FAM214B	17	3.97196	1	0.645161	18	3.08748
FANCD2	15	3.50467	3	1.93548	18	3.08748
FARP1	12	2.80374	6	3.87097	18	3.08748
FBH1	16	3.73832	2	1.29032	18	3.08748
FBXW10	15	3.50467	3	1.93548	18	3.08748
FGD5	14	3.27103	4	2.58065	18	3.08748
FHOD1	17	3.97196	1	0.645161	18	3.08748
FILIP1L	16	3.73832	2	1.29032	18	3.08748
FLCN	17	3.97196	1	0.645161	18	3.08748
FNIP1	15	3.50467	3	1.93548	18	3.08748
FOXG1	15	3.50467	3	1.93548	18	3.08748
FRMPD2	11	2.57009	7	4.51613	18	3.08748
G3BP1	16	3.73832	2	1.29032	18	3.08748
GABRB2	14	3.27103	4	2.58065	18	3.08748
GABRQ	15	3.50467	3	1.93548	18	3.08748
GANAB	16	3.73832	2	1.29032	18	3.08748
GDF5	16	3.73832	2	1.29032	18	3.08748
GIMAP8	16	3.73832	2	1.29032	18	3.08748
GRIP2	16	3.73832	2	1.29032	18	3.08748
HEATR4	15	3.50467	3	1.93548	18	3.08748
HELQ	15	3.50467	3	1.93548	18	3.08748
HIPK2	14	3.27103	4	2.58065	18	3.08748
HSPA12A	17	3.97196	1	0.645161	18	3.08748
HTR1A	16	3.73832	2	1.29032	18	3.08748
IBTK	16	3.73832	2	1.29032	18	3.08748
IGF2BP1	15	3.50467	3	1.93548	18	3.08748
IL16	16	3.73832	2	1.29032	18	3.08748
IL21R	13	3.03738	5	3.22581	18	3.08748
INF2	17	3.97196	1	0.645161	18	3.08748
INSR	16	3.73832	2	1.29032	18	3.08748
IQCH	11	2.57009	7	4.51613	18	3.08748
ITK	14	3.27103	4	2.58065	18	3.08748
KAT14	16	3.73832	2	1.29032	18	3.08748
KCNA3	15	3.50467	3	1.93548	18	3.08748
KCTD19	16	3.73832	2	1.29032	18	3.08748
KDM4A	14	3.27103	4	2.58065	18	3.08748
KIAA0825	15	3.50467	3	1.93548	18	3.08748
KIF5B	14	3.27103	4	2.58065	18	3.08748
KIF5C	13	3.03738	5	3.22581	18	3.08748
KIFC3	15	3.50467	3	1.93548	18	3.08748
KMT5B	14	3.27103	4	2.58065	18	3.08748
LHCGR	17	3.97196	1	0.645161	18	3.08748
LIG3	16	3.73832	2	1.29032	18	3.08748
LMTK3	14	3.27103	4	2.58065	18	3.08748
LRRC41	17	3.97196	1	0.645161	18	3.08748
LRRN1	16	3.73832	2	1.29032	18	3.08748
LTN1	14	3.27103	4	2.58065	18	3.08748
MAMLD1	15	3.50467	3	1.93548	18	3.08748
MAP3K10	16	3.73832	2	1.29032	18	3.08748
MAP7	13	3.03738	5	3.22581	18	3.08748
MAP9	15	3.50467	3	1.93548	18	3.08748
MAPKBP1	14	3.27103	4	2.58065	18	3.08748
MARK4	15	3.50467	3	1.93548	18	3.08748
MARS1	14	3.27103	4	2.58065	18	3.08748
MEIS2	12	2.80374	6	3.87097	18	3.08748
MGAT3	18	4.20561	0	0	18	3.08748
MGAT5B	16	3.73832	2	1.29032	18	3.08748
MKRN3	14	3.27103	4	2.58065	18	3.08748
MOV10L1	15	3.50467	3	1.93548	18	3.08748
MRGPRX1	14	3.27103	4	2.58065	18	3.08748
MYBPC3	17	3.97196	1	0.645161	18	3.08748
MYO1E	15	3.50467	3	1.93548	18	3.08748
MYO6	12	2.80374	6	3.87097	18	3.08748
NAA16	14	3.27103	4	2.58065	18	3.08748
NAALADL1	16	3.73832	2	1.29032	18	3.08748
NCAPD2	16	3.73832	2	1.29032	18	3.08748
NCBP1	11	2.57009	7	4.51613	18	3.08748
NFATC1	17	3.97196	1	0.645161	18	3.08748
NFATC2	14	3.27103	4	2.58065	18	3.08748
NLGN1	13	3.03738	5	3.22581	18	3.08748
NLRC3	14	3.27103	4	2.58065	18	3.08748
NLRP14	14	3.27103	4	2.58065	18	3.08748
NLRX1	13	3.03738	5	3.22581	18	3.08748
NOM1	14	3.27103	4	2.58065	18	3.08748
NPC1L1	15	3.50467	3	1.93548	18	3.08748
NPR1	12	2.80374	6	3.87097	18	3.08748
NR3C2	13	3.03738	5	3.22581	18	3.08748
NSD2	15	3.50467	3	1.93548	18	3.08748
OGDH	16	3.73832	2	1.29032	18	3.08748
OLFML2B	14	3.27103	4	2.58065	18	3.08748
OR2M4	16	3.73832	2	1.29032	18	3.08748
OTOA	14	3.27103	4	2.58065	18	3.08748
OTUD7B	14	3.27103	4	2.58065	18	3.08748
PARD3	15	3.50467	3	1.93548	18	3.08748
PASD1	12	2.80374	6	3.87097	18	3.08748
PCDH11Y	14	3.27103	4	2.58065	18	3.08748
PDE10A	11	2.57009	7	4.51613	18	3.08748
PDE11A	12	2.80374	6	3.87097	18	3.08748
PDE6A	15	3.50467	3	1.93548	18	3.08748
PELP1	17	3.97196	1	0.645161	18	3.08748
PEX1	15	3.50467	3	1.93548	18	3.08748
PHC1	16	3.73832	2	1.29032	18	3.08748
PLB1	12	2.80374	6	3.87097	18	3.08748
PLCB1	16	3.73832	2	1.29032	18	3.08748
PLEKHG1	15	3.50467	3	1.93548	18	3.08748
POLR2A	14	3.27103	4	2.58065	18	3.08748
PPP1R13B	14	3.27103	4	2.58065	18	3.08748
PPP6R3	10	2.33645	8	5.16129	18	3.08748
PRAM1	16	3.73832	2	1.29032	18	3.08748
PRAMEF17	14	3.27103	4	2.58065	18	3.08748
PSD	15	3.50467	3	1.93548	18	3.08748
PTCHD4	15	3.50467	3	1.93548	18	3.08748
PTPRH	14	3.27103	4	2.58065	18	3.08748
PTPRN2	18	4.20561	0	0	18	3.08748
RABGAP1	15	3.50467	3	1.93548	18	3.08748
RAI14	13	3.03738	5	3.22581	18	3.08748
RAPH1	16	3.73832	2	1.29032	18	3.08748
RASA2	14	3.27103	4	2.58065	18	3.08748
RASAL3	16	3.73832	2	1.29032	18	3.08748
RASEF	13	3.03738	5	3.22581	18	3.08748
RASGRP2	14	3.27103	4	2.58065	18	3.08748
RBFOX1	15	3.50467	3	1.93548	18	3.08748
RFX5	17	3.97196	1	0.645161	18	3.08748
RFX6	15	3.50467	3	1.93548	18	3.08748
RNF123	15	3.50467	3	1.93548	18	3.08748
RNF20	15	3.50467	3	1.93548	18	3.08748
ROBO4	16	3.73832	2	1.29032	18	3.08748
ROCK2	14	3.27103	4	2.58065	18	3.08748
SBNO2	17	3.97196	1	0.645161	18	3.08748
SCUBE3	17	3.97196	1	0.645161	18	3.08748
SDHA	15	3.50467	3	1.93548	18	3.08748
SEC24B	13	3.03738	5	3.22581	18	3.08748
SEMA6A	16	3.73832	2	1.29032	18	3.08748
SEZ6L2	13	3.03738	5	3.22581	18	3.08748
SFSWAP	17	3.97196	1	0.645161	18	3.08748
SGO1	15	3.50467	3	1.93548	18	3.08748
SH3TC1	17	3.97196	1	0.645161	18	3.08748
SHANK3	17	3.97196	1	0.645161	18	3.08748
SLC4A10	16	3.73832	2	1.29032	18	3.08748
SLCO2A1	15	3.50467	3	1.93548	18	3.08748
SLFN11	13	3.03738	5	3.22581	18	3.08748
SMC5	15	3.50467	3	1.93548	18	3.08748
SOGA1	13	3.03738	5	3.22581	18	3.08748
SPON1	16	3.73832	2	1.29032	18	3.08748
ST8SIA6	13	3.03738	5	3.22581	18	3.08748
STON1	15	3.50467	3	1.93548	18	3.08748
SYDE2	15	3.50467	3	1.93548	18	3.08748
SYNM	12	2.80374	6	3.87097	18	3.08748
SYNRG	15	3.50467	3	1.93548	18	3.08748
SYT16	13	3.03738	5	3.22581	18	3.08748
TAF3	14	3.27103	4	2.58065	18	3.08748
TAP2	15	3.50467	3	1.93548	18	3.08748
TBC1D4	14	3.27103	4	2.58065	18	3.08748
TDRD5	13	3.03738	5	3.22581	18	3.08748
TECRL	14	3.27103	4	2.58065	18	3.08748
TGM5	12	2.80374	6	3.87097	18	3.08748
TMC5	14	3.27103	4	2.58065	18	3.08748
TMTC1	14	3.27103	4	2.58065	18	3.08748
TMTC2	16	3.73832	2	1.29032	18	3.08748
TNPO1	15	3.50467	3	1.93548	18	3.08748
TUB	14	3.27103	4	2.58065	18	3.08748
UBA6	16	3.73832	2	1.29032	18	3.08748
UBE3A	15	3.50467	3	1.93548	18	3.08748
UBE3B	14	3.27103	4	2.58065	18	3.08748
UBN1	15	3.50467	3	1.93548	18	3.08748
UTP4	15	3.50467	3	1.93548	18	3.08748
VCAM1	15	3.50467	3	1.93548	18	3.08748
VPS33A	16	3.73832	2	1.29032	18	3.08748
VPS8	15	3.50467	3	1.93548	18	3.08748
WASHC2C	16	3.73832	2	1.29032	18	3.08748
WDR19	14	3.27103	4	2.58065	18	3.08748
WDR47	14	3.27103	4	2.58065	18	3.08748
XKR4	17	3.97196	1	0.645161	18	3.08748
XRCC5	13	3.03738	5	3.22581	18	3.08748
ZC3H12C	14	3.27103	4	2.58065	18	3.08748
ZFP28	15	3.50467	3	1.93548	18	3.08748
ZFYVE16	15	3.50467	3	1.93548	18	3.08748
ZIM2	15	3.50467	3	1.93548	18	3.08748
ZMYM3	16	3.73832	2	1.29032	18	3.08748
ZNF354C	14	3.27103	4	2.58065	18	3.08748
ZNF418	16	3.73832	2	1.29032	18	3.08748
ZNF443	14	3.27103	4	2.58065	18	3.08748
ZNF518B	12	2.80374	6	3.87097	18	3.08748
ZNF568	13	3.03738	5	3.22581	18	3.08748
ZNF578	13	3.03738	5	3.22581	18	3.08748
ZNF616	15	3.50467	3	1.93548	18	3.08748
ZNF629	17	3.97196	1	0.645161	18	3.08748
ZNF7	15	3.50467	3	1.93548	18	3.08748
ZXDA	14	3.27103	4	2.58065	18	3.08748
AATK	13	3.03738	4	2.58065	17	2.91595
ABCD2	12	2.80374	5	3.22581	17	2.91595
AC004922.1	15	3.50467	2	1.29032	17	2.91595
ACSS3	13	3.03738	4	2.58065	17	2.91595
ACTL9	15	3.50467	2	1.29032	17	2.91595
ADAM2	13	3.03738	4	2.58065	17	2.91595
ADAM23	14	3.27103	3	1.93548	17	2.91595
ADAM30	11	2.57009	6	3.87097	17	2.91595
ADAMTS6	13	3.03738	4	2.58065	17	2.91595
ADARB2	10	2.33645	7	4.51613	17	2.91595
ADGRE5	14	3.27103	3	1.93548	17	2.91595
AGGF1	11	2.57009	6	3.87097	17	2.91595
AL136295.1	13	3.03738	4	2.58065	17	2.91595
ALDH1A3	15	3.50467	2	1.29032	17	2.91595
AMBRA1	15	3.50467	2	1.29032	17	2.91595
ANKRD35	14	3.27103	3	1.93548	17	2.91595
APPL1	15	3.50467	2	1.29032	17	2.91595
ARAF	16	3.73832	1	0.645161	17	2.91595
ARHGAP29	13	3.03738	4	2.58065	17	2.91595
ASAP1	13	3.03738	4	2.58065	17	2.91595
ASIC2	14	3.27103	3	1.93548	17	2.91595
ASNSD1	14	3.27103	3	1.93548	17	2.91595
ATP11A	17	3.97196	0	0	17	2.91595
ATP1A1	15	3.50467	2	1.29032	17	2.91595
ATP8B3	17	3.97196	0	0	17	2.91595
B4GALNT4	16	3.73832	1	0.645161	17	2.91595
BAZ1B	12	2.80374	5	3.22581	17	2.91595
BAZ2A	14	3.27103	3	1.93548	17	2.91595
BMP1	16	3.73832	1	0.645161	17	2.91595
BMS1	12	2.80374	5	3.22581	17	2.91595
C14orf39	12	2.80374	5	3.22581	17	2.91595
C15orf39	15	3.50467	2	1.29032	17	2.91595
C2CD3	14	3.27103	3	1.93548	17	2.91595
CADM1	16	3.73832	1	0.645161	17	2.91595
CARD6	15	3.50467	2	1.29032	17	2.91595
CASD1	14	3.27103	3	1.93548	17	2.91595
CASS4	15	3.50467	2	1.29032	17	2.91595
CATSPER1	12	2.80374	5	3.22581	17	2.91595
CCDC15	14	3.27103	3	1.93548	17	2.91595
CCDC88C	16	3.73832	1	0.645161	17	2.91595
CD22	13	3.03738	4	2.58065	17	2.91595
CDAN1	15	3.50467	2	1.29032	17	2.91595
CDH13	13	3.03738	4	2.58065	17	2.91595
CDYL2	12	2.80374	5	3.22581	17	2.91595
CENPC	16	3.73832	1	0.645161	17	2.91595
CEP104	12	2.80374	5	3.22581	17	2.91595
CEP135	14	3.27103	3	1.93548	17	2.91595
CEP83	13	3.03738	4	2.58065	17	2.91595
CFAP100	15	3.50467	2	1.29032	17	2.91595
CFAP44	14	3.27103	3	1.93548	17	2.91595
CFAP45	15	3.50467	2	1.29032	17	2.91595
CHAT	16	3.73832	1	0.645161	17	2.91595
CLASP2	14	3.27103	3	1.93548	17	2.91595
CLCN2	16	3.73832	1	0.645161	17	2.91595
CLIP4	15	3.50467	2	1.29032	17	2.91595
CLSTN3	14	3.27103	3	1.93548	17	2.91595
CNGA3	13	3.03738	4	2.58065	17	2.91595
COPB1	12	2.80374	5	3.22581	17	2.91595
CPXCR1	13	3.03738	4	2.58065	17	2.91595
CSF2RA	13	3.03738	4	2.58065	17	2.91595
CSPP1	13	3.03738	4	2.58065	17	2.91595
CUL7	14	3.27103	3	1.93548	17	2.91595
CYLC2	15	3.50467	2	1.29032	17	2.91595
CYLD	12	2.80374	5	3.22581	17	2.91595
CYP4Z1	12	2.80374	5	3.22581	17	2.91595
DCLK2	11	2.57009	6	3.87097	17	2.91595
DHX8	14	3.27103	3	1.93548	17	2.91595
DLG5	15	3.50467	2	1.29032	17	2.91595
DLL1	13	3.03738	4	2.58065	17	2.91595
DTNA	12	2.80374	5	3.22581	17	2.91595
DUS4L-BCAP29	14	3.27103	3	1.93548	17	2.91595
DVL2	14	3.27103	3	1.93548	17	2.91595
EBF3	13	3.03738	4	2.58065	17	2.91595
EFCAB13	14	3.27103	3	1.93548	17	2.91595
EFHB	14	3.27103	3	1.93548	17	2.91595
EGR1	14	3.27103	3	1.93548	17	2.91595
EHBP1	14	3.27103	3	1.93548	17	2.91595
EIF5B	15	3.50467	2	1.29032	17	2.91595
EMILIN1	15	3.50467	2	1.29032	17	2.91595
EMSY	15	3.50467	2	1.29032	17	2.91595
ENTPD4	16	3.73832	1	0.645161	17	2.91595
EPHA10	15	3.50467	2	1.29032	17	2.91595
EPPK1	15	3.50467	2	1.29032	17	2.91595
ERBIN	14	3.27103	3	1.93548	17	2.91595
ERCC6L	10	2.33645	7	4.51613	17	2.91595
ERCC6L2	12	2.80374	5	3.22581	17	2.91595
ESF1	13	3.03738	4	2.58065	17	2.91595
ETV1	14	3.27103	3	1.93548	17	2.91595
EXT1	16	3.73832	1	0.645161	17	2.91595
EYA4	14	3.27103	3	1.93548	17	2.91595
F13A1	14	3.27103	3	1.93548	17	2.91595
FAM13C	11	2.57009	6	3.87097	17	2.91595
FAM71B	13	3.03738	4	2.58065	17	2.91595
FBXO34	12	2.80374	5	3.22581	17	2.91595
FCHO2	14	3.27103	3	1.93548	17	2.91595
FCSK	17	3.97196	0	0	17	2.91595
FKBP9	16	3.73832	1	0.645161	17	2.91595
FOCAD	14	3.27103	3	1.93548	17	2.91595
FOXI1	13	3.03738	4	2.58065	17	2.91595
FSCB	12	2.80374	5	3.22581	17	2.91595
FYB2	14	3.27103	3	1.93548	17	2.91595
FYCO1	15	3.50467	2	1.29032	17	2.91595
GAA	16	3.73832	1	0.645161	17	2.91595
GABRA1	15	3.50467	2	1.29032	17	2.91595
GAK	15	3.50467	2	1.29032	17	2.91595
GALNT13	14	3.27103	3	1.93548	17	2.91595
GALNTL5	13	3.03738	4	2.58065	17	2.91595
GALNTL6	13	3.03738	4	2.58065	17	2.91595
GJA10	13	3.03738	4	2.58065	17	2.91595
GLI2	14	3.27103	3	1.93548	17	2.91595
GLRB	15	3.50467	2	1.29032	17	2.91595
GP2	14	3.27103	3	1.93548	17	2.91595
GPLD1	13	3.03738	4	2.58065	17	2.91595
GRIK1	15	3.50467	2	1.29032	17	2.91595
GRIP1	14	3.27103	3	1.93548	17	2.91595
GRM2	14	3.27103	3	1.93548	17	2.91595
GUCY1B1	15	3.50467	2	1.29032	17	2.91595
GYS2	11	2.57009	6	3.87097	17	2.91595
HBS1L	16	3.73832	1	0.645161	17	2.91595
HELB	15	3.50467	2	1.29032	17	2.91595
HERC5	13	3.03738	4	2.58065	17	2.91595
HLA-A	16	3.73832	1	0.645161	17	2.91595
HSPA1L	16	3.73832	1	0.645161	17	2.91595
IFIH1	14	3.27103	3	1.93548	17	2.91595
IFT122	11	2.57009	6	3.87097	17	2.91595
IQSEC2	16	3.73832	1	0.645161	17	2.91595
ITGA11	16	3.73832	1	0.645161	17	2.91595
ITGA3	13	3.03738	4	2.58065	17	2.91595
ITGB8	15	3.50467	2	1.29032	17	2.91595
IVL	15	3.50467	2	1.29032	17	2.91595
JAG1	14	3.27103	3	1.93548	17	2.91595
JAG2	16	3.73832	1	0.645161	17	2.91595
JAKMIP3	12	2.80374	5	3.22581	17	2.91595
JUP	15	3.50467	2	1.29032	17	2.91595
KAZN	16	3.73832	1	0.645161	17	2.91595
KBTBD6	14	3.27103	3	1.93548	17	2.91595
KBTBD7	14	3.27103	3	1.93548	17	2.91595
KCNC2	13	3.03738	4	2.58065	17	2.91595
KCNJ3	15	3.50467	2	1.29032	17	2.91595
KCNJ8	15	3.50467	2	1.29032	17	2.91595
KCNN3	14	3.27103	3	1.93548	17	2.91595
KCNT1	13	3.03738	4	2.58065	17	2.91595
KCTD8	16	3.73832	1	0.645161	17	2.91595
KDM4B	14	3.27103	3	1.93548	17	2.91595
KEL	13	3.03738	4	2.58065	17	2.91595
KIF17	15	3.50467	2	1.29032	17	2.91595
KLHL42	13	3.03738	4	2.58065	17	2.91595
KLHL6	16	3.73832	1	0.645161	17	2.91595
KLHL9	13	3.03738	4	2.58065	17	2.91595
KPRP	15	3.50467	2	1.29032	17	2.91595
KRT73	13	3.03738	4	2.58065	17	2.91595
LAMC1	14	3.27103	3	1.93548	17	2.91595
LARS1	14	3.27103	3	1.93548	17	2.91595
LILRB1	10	2.33645	7	4.51613	17	2.91595
LNPEP	15	3.50467	2	1.29032	17	2.91595
LOXL2	15	3.50467	2	1.29032	17	2.91595
LRRC37A2	13	3.03738	4	2.58065	17	2.91595
LUZP1	16	3.73832	1	0.645161	17	2.91595
LY75	14	3.27103	3	1.93548	17	2.91595
MAP2K7	16	3.73832	1	0.645161	17	2.91595
MAP3K12	16	3.73832	1	0.645161	17	2.91595
MARCHF10	15	3.50467	2	1.29032	17	2.91595
MARK2	16	3.73832	1	0.645161	17	2.91595
MCF2L	15	3.50467	2	1.29032	17	2.91595
ME1	13	3.03738	4	2.58065	17	2.91595
MEFV	14	3.27103	3	1.93548	17	2.91595
MEIS1	15	3.50467	2	1.29032	17	2.91595
MGAT5	16	3.73832	1	0.645161	17	2.91595
MINK1	16	3.73832	1	0.645161	17	2.91595
MOGS	13	3.03738	4	2.58065	17	2.91595
MST1R	17	3.97196	0	0	17	2.91595
MTA2	17	3.97196	0	0	17	2.91595
MTREX	14	3.27103	3	1.93548	17	2.91595
MUSK	11	2.57009	6	3.87097	17	2.91595
MYO1A	15	3.50467	2	1.29032	17	2.91595
MYO1G	14	3.27103	3	1.93548	17	2.91595
NAA15	15	3.50467	2	1.29032	17	2.91595
NEK1	14	3.27103	3	1.93548	17	2.91595
NEK5	12	2.80374	5	3.22581	17	2.91595
NFE2L1	16	3.73832	1	0.645161	17	2.91595
NLRP12	12	2.80374	5	3.22581	17	2.91595
NOL8	14	3.27103	3	1.93548	17	2.91595
NOMO1	14	3.27103	3	1.93548	17	2.91595
NPAS3	14	3.27103	3	1.93548	17	2.91595
NPR2	15	3.50467	2	1.29032	17	2.91595
NUTM1	13	3.03738	4	2.58065	17	2.91595
NYAP1	13	3.03738	4	2.58065	17	2.91595
OLFM1	13	3.03738	4	2.58065	17	2.91595
OR2L13	11	2.57009	6	3.87097	17	2.91595
OR4A5	12	2.80374	5	3.22581	17	2.91595
P3H3	16	3.73832	1	0.645161	17	2.91595
PABPC3	13	3.03738	4	2.58065	17	2.91595
PCDHB14	15	3.50467	2	1.29032	17	2.91595
PCDHB16	10	2.33645	7	4.51613	17	2.91595
PCDHGA10	14	3.27103	3	1.93548	17	2.91595
PCDHGA9	13	3.03738	4	2.58065	17	2.91595
PDCD11	14	3.27103	3	1.93548	17	2.91595
PDE1B	14	3.27103	3	1.93548	17	2.91595
