ROCK1	31	5.32%
SCAF4	31	5.32%
SETBP1	31	5.32%
SOGA3	31	5.32%
SRRM2	31	5.32%
SULF1	31	5.32%
SZT2	31	5.32%
TPO	31	5.32%
WDR17	31	5.32%
WNK3	31	5.32%
ZEB2	31	5.32%
A2M	30	5.15%
ABCB1	30	5.15%
ALPK2	30	5.15%
AMOTL1	30	5.15%
ASCC3	30	5.15%
ATP8A2	30	5.15%
CACHD1	30	5.15%
CASZ1	30	5.15%
CCDC88A	30	5.15%
CD93	30	5.15%
CDH4	30	5.15%
CDON	30	5.15%
DIP2B	30	5.15%
DISP1	30	5.15%
DOCK9	30	5.15%
DOP1A	30	5.15%
DSP	30	5.15%
EML5	30	5.15%
EPHB1	30	5.15%
FANCM	30	5.15%
FSIP2	30	5.15%
GRM1	30	5.15%
HIVEP2	30	5.15%
JMJD1C	30	5.15%
KCNB1	30	5.15%
KCNH1	30	5.15%
KCNQ5	30	5.15%
KIAA1549	30	5.15%
KNL1	30	5.15%
LIFR	30	5.15%
LRFN5	30	5.15%
LRRIQ3	30	5.15%
LRRK1	30	5.15%
MAGI2	30	5.15%
MAP2K4	30	5.15%
MAP3K21	30	5.15%
MECOM	30	5.15%
MSH6	30	5.15%
NCAM1	30	5.15%
NLGN4X	30	5.15%
NRAP	30	5.15%
PCDHA4	30	5.15%
PCDHGB3	30	5.15%
PIKFYVE	30	5.15%
PLCE1	30	5.15%
PREX1	30	5.15%
RUNX1T1	30	5.15%
SAMD9L	30	5.15%
SLIT2	30	5.15%
SLITRK2	30	5.15%
SMARCA4	30	5.15%
TANC2	30	5.15%
TEAD2	30	5.15%
TET3	30	5.15%
TNKS2	30	5.15%
TTK	30	5.15%
VWA8	30	5.15%
WWC3	30	5.15%
YTHDC2	30	5.15%
ZNF318	30	5.15%
ZNF462	30	5.15%
ADAMTS5	29	4.97%
ADCY1	29	4.97%
ANKHD1-EIF4EBP3	29	4.97%
ARHGAP35	29	4.97%
ARHGAP5	29	4.97%
ASXL1	29	4.97%
BDP1	29	4.97%
BIVM-ERCC5	29	4.97%
BRWD1	29	4.97%
CACNA1S	29	4.97%
CFAP47	29	4.97%
CFAP65	29	4.97%
CHD1	29	4.97%
CNTN4	29	4.97%
CNTN5	29	4.97%
CYLC1	29	4.97%
DDX60L	29	4.97%
DLGAP3	29	4.97%
DOCK1	29	4.97%
DOCK11	29	4.97%
EIF3A	29	4.97%
ELOA2	29	4.97%
FREM1	29	4.97%
HDLBP	29	4.97%
HEATR5B	29	4.97%
KCNA5	29	4.97%
KCNQ3	29	4.97%
KCNT2	29	4.97%
KDM2B	29	4.97%
KIAA1549L	29	4.97%
KIDINS220	29	4.97%
KSR2	29	4.97%
LAMC3	29	4.97%
MCF2	29	4.97%
MED13	29	4.97%
MON2	29	4.97%
MUC4	29	4.97%
MUC6	29	4.97%
MYH15	29	4.97%
MYOM2	29	4.97%
NES	29	4.97%
NID2	29	4.97%
NPHS1	29	4.97%
PCDHA7	29	4.97%
PCDHGA2	29	4.97%
PCDHGA5	29	4.97%
PHF20L1	29	4.97%
PIK3C2G	29	4.97%
PLEKHG4B	29	4.97%
PLXNA2	29	4.97%
PLXNA3	29	4.97%
PLXNB1	29	4.97%
PLXNB2	29	4.97%
POLD1	29	4.97%
RALGAPA1	29	4.97%
RGS12	29	4.97%
SCAPER	29	4.97%
SIGLEC1	29	4.97%
SMAD2	29	4.97%
SMC1B	29	4.97%
SPART	29	4.97%
THBS2	29	4.97%
TMEM132B	29	4.97%
TNIK	29	4.97%
TOGARAM2	29	4.97%
TOP2B	29	4.97%
TRIP11	29	4.97%
TRPA1	29	4.97%
TRPC3	29	4.97%
UTP20	29	4.97%
XYLT2	29	4.97%
ZBED9	29	4.97%
ZNF646	29	4.97%
ZNF835	29	4.97%
ABCA10	28	4.80%
ABCA6	28	4.80%
ABCA7	28	4.80%
ABCB5	28	4.80%
ACVR1B	28	4.80%
AFF3	28	4.80%
ANKRD12	28	4.80%
ARFGEF2	28	4.80%
ARMC4	28	4.80%
ATAD5	28	4.80%
AUTS2	28	4.80%
B2M	28	4.80%
BICRA	28	4.80%
BLM	28	4.80%
BPTF	28	4.80%
CD163	28	4.80%
CFAP43	28	4.80%
CLUH	28	4.80%
CNTN1	28	4.80%
CTNND2	28	4.80%
DCAF12L2	28	4.80%
DCDC1	28	4.80%
DIP2C	28	4.80%
DNAJC13	28	4.80%
EPB41L3	28	4.80%
EPHA6	28	4.80%
ERBB3	28	4.80%
FAM47A	28	4.80%
FBXL7	28	4.80%
HCN4	28	4.80%
HEATR1	28	4.80%
HFM1	28	4.80%
HTT	28	4.80%
IGSF1	28	4.80%
IRS1	28	4.80%
ITSN1	28	4.80%
KMT2E	28	4.80%
LAMB4	28	4.80%
LCOR	28	4.80%
LCT	28	4.80%
MARF1	28	4.80%
MDGA2	28	4.80%
MYO9A	28	4.80%
MYOF	28	4.80%
NINL	28	4.80%
PCF11	28	4.80%
PDGFRA	28	4.80%
PIK3CG	28	4.80%
PRKD1	28	4.80%
RALGAPB	28	4.80%
RPL22	28	4.80%
