Gene	COAD_cases	COAD_percent	READ_cases	READ_percent
ADAM20	2	0.46729	2	1.29032
ADAT2	2	0.46729	1	0.645161
ADI1	2	0.46729	1	0.645161
ADIPOR1	2	0.46729	0	0
AEN	2	0.46729	0	0
AGPAT2	2	0.46729	1	0.645161
AHSA1	2	0.46729	0	0
AIG1	2	0.46729	0	0
AIMP1	2	0.46729	0	0
AK8	2	0.46729	2	1.29032
AKAP14	2	0.46729	1	0.645161
AKR1C2	2	0.46729	1	0.645161
AL035460.1	2	0.46729	0	0
AL035461.3	2	0.46729	0	0
AL358113.1	2	0.46729	0	0
AL669918.1	2	0.46729	0	0
ALG9	2	0.46729	3	1.93548
ALKAL1	2	0.46729	1	0.645161
ALKBH2	2	0.46729	0	0
ALKBH3	2	0.46729	0	0
ALOX5AP	2	0.46729	0	0
ALYREF	2	0.46729	1	0.645161
AMELX	2	0.46729	0	0
AMN	2	0.46729	1	0.645161
AMT	2	0.46729	0	0
ANGEL2	2	0.46729	3	1.93548
ANGPTL8	2	0.46729	0	0
ANKRD18B	2	0.46729	2	1.29032
ANKRD23	2	0.46729	1	0.645161
ANKRD34C	2	0.46729	1	0.645161
ANKRD39	2	0.46729	0	0
ANKRD42	2	0.46729	2	1.29032
ANKRD9	2	0.46729	0	0
ANKS3	2	0.46729	0	0
ANP32D	2	0.46729	3	1.93548
ANP32E	2	0.46729	1	0.645161
AP000311.1	2	0.46729	0	0
AP000721.1	2	0.46729	0	0
AP000812.4	2	0.46729	0	0
AP001781.2	2	0.46729	0	0
AP1AR	2	0.46729	1	0.645161
AP1S2	2	0.46729	2	1.29032
AP3S1	2	0.46729	1	0.645161
AP5M1	2	0.46729	3	1.93548
APOA2	2	0.46729	0	0
APOC4	2	0.46729	0	0
APOL1	2	0.46729	2	1.29032
APOLD1	2	0.46729	0	0
AQP11	2	0.46729	0	0
AQP12A	2	0.46729	0	0
AQP12B	2	0.46729	0	0
AQP5	2	0.46729	0	0
AREG	2	0.46729	1	0.645161
ARG1	2	0.46729	0	0
ARGFX	2	0.46729	1	0.645161
ARHGDIA	2	0.46729	0	0
ARHGEF38	2	0.46729	0	0
ARL2	2	0.46729	1	0.645161
ARL4A	2	0.46729	1	0.645161
ARL4D	2	0.46729	0	0
ARL8A	2	0.46729	0	0
ARL9	2	0.46729	0	0
ARMC10	2	0.46729	1	0.645161
ARMC6	2	0.46729	1	0.645161
ARMH1	2	0.46729	1	0.645161
ARMS2	2	0.46729	0	0
ARPC3	2	0.46729	0	0
ARPIN	2	0.46729	1	0.645161
ARRDC4	2	0.46729	1	0.645161
ART4	2	0.46729	4	2.58065
ASB1	2	0.46729	2	1.29032
ASB10	2	0.46729	0	0
ASB12	2	0.46729	5	3.22581
ASCL1	2	0.46729	0	0
ASGR2	2	0.46729	1	0.645161
ASIP	2	0.46729	0	0
ASNS	2	0.46729	2	1.29032
ASRGL1	2	0.46729	0	0
ATG12	2	0.46729	0	0
ATL2	2	0.46729	1	0.645161
ATP5MC2	2	0.46729	0	0
ATP5MD	2	0.46729	0	0
ATP5MF	2	0.46729	0	0
ATP5PO	2	0.46729	0	0
ATP6V0E2	2	0.46729	0	0
ATP6V1D	2	0.46729	0	0
ATP6V1G2	2	0.46729	1	0.645161
ATP6V1G3	2	0.46729	2	1.29032
ATPAF1	2	0.46729	1	0.645161
ATRAID	2	0.46729	1	0.645161
AURKA	2	0.46729	1	0.645161
AZI2	2	0.46729	0	0
B3GAT3	2	0.46729	1	0.645161
B4GALT4	2	0.46729	0	0
B9D1	2	0.46729	0	0
BAALC	2	0.46729	2	1.29032
BANF1	2	0.46729	1	0.645161
BANF2	2	0.46729	0	0
BARX2	2	0.46729	0	0
BATF	2	0.46729	1	0.645161
BCAS4	2	0.46729	0	0
BCL2L10	2	0.46729	0	0
BCL2L12	2	0.46729	1	0.645161
BCL2L2-PABPN1	2	0.46729	0	0
BCL7A	2	0.46729	1	0.645161
BDH1	2	0.46729	1	0.645161
BDH2	2	0.46729	0	0
BEX3	2	0.46729	2	1.29032
BHLHA15	2	0.46729	0	0
BHLHE23	2	0.46729	0	0
BID	2	0.46729	0	0
BIRC5	2	0.46729	0	0
BIRC7	2	0.46729	0	0
BLNK	2	0.46729	1	0.645161
BLOC1S5	2	0.46729	0	0
BLVRB	2	0.46729	0	0
BNIP3	2	0.46729	0	0
BOK	2	0.46729	0	0
BORCS6	2	0.46729	1	0.645161
BPIFA2	2	0.46729	2	1.29032
BSPRY	2	0.46729	0	0
BTBD17	2	0.46729	1	0.645161
BTBD6	2	0.46729	0	0
BTC	2	0.46729	0	0
BTF3	2	0.46729	0	0
BTLA	2	0.46729	1	0.645161
BTNL2	2	0.46729	2	1.29032
BUD23	2	0.46729	0	0
BVES	2	0.46729	5	3.22581
BYSL	2	0.46729	2	1.29032
BZW2	2	0.46729	1	0.645161
C10orf53	2	0.46729	0	0
C11orf16	2	0.46729	3	1.93548
C11orf71	2	0.46729	0	0
C12orf43	2	0.46729	2	1.29032
C12orf45	2	0.46729	0	0
C12orf60	2	0.46729	1	0.645161
C12orf71	2	0.46729	0	0
C16orf54	2	0.46729	0	0
C16orf78	2	0.46729	1	0.645161
C16orf82	2	0.46729	0	0
C16orf86	2	0.46729	1	0.645161
C17orf100	2	0.46729	0	0
C17orf49	2	0.46729	0	0
C17orf67	2	0.46729	0	0
C19orf12	2	0.46729	0	0
C19orf73	2	0.46729	0	0
C1QB	2	0.46729	0	0
C1QL3	2	0.46729	0	0
C1QL4	2	0.46729	0	0
C1QTNF9	2	0.46729	0	0
C1orf105	2	0.46729	0	0
C1orf158	2	0.46729	0	0
C1orf162	2	0.46729	0	0
C1orf210	2	0.46729	0	0
C1orf226	2	0.46729	2	1.29032
C1orf35	2	0.46729	0	0
C20orf141	2	0.46729	0	0
C20orf27	2	0.46729	0	0
C22orf31	2	0.46729	2	1.29032
C22orf42	2	0.46729	1	0.645161
C2orf74	2	0.46729	0	0
C2orf76	2	0.46729	1	0.645161
C3orf18	2	0.46729	1	0.645161
C3orf22	2	0.46729	0	0
C4orf19	2	0.46729	0	0
C5orf24	2	0.46729	0	0
C5orf38	2	0.46729	2	1.29032
C5orf51	2	0.46729	0	0
C6orf62	2	0.46729	3	1.93548
C8orf37	2	0.46729	1	0.645161
C8orf76	2	0.46729	0	0
C9orf85	2	0.46729	0	0
CA11	2	0.46729	0	0
CA5A	2	0.46729	2	1.29032
CA5B	2	0.46729	1	0.645161
CAB39	2	0.46729	1	0.645161
CACFD1	2	0.46729	0	0
CALCA	2	0.46729	0	0
CALM2	2	0.46729	0	0
CAMP	2	0.46729	1	0.645161
CAPN1	2	0.46729	1	0.645161
CAPS	2	0.46729	0	0
CARTPT	2	0.46729	0	0
CASC3	2	0.46729	2	1.29032
CASP3	2	0.46729	1	0.645161
CASTOR1	2	0.46729	0	0
CBR4	2	0.46729	2	1.29032
CBWD5	2	0.46729	0	0
CBX5	2	0.46729	3	1.93548
CCDC115	2	0.46729	1	0.645161
CCDC153	2	0.46729	1	0.645161
CCDC188	2	0.46729	0	0
CCHCR1	2	0.46729	2	1.29032
CCL1	2	0.46729	0	0
CCL2	2	0.46729	1	0.645161
CCL22	2	0.46729	1	0.645161
CCL24	2	0.46729	0	0
CCL26	2	0.46729	0	0
CCL27	2	0.46729	1	0.645161
CCL28	2	0.46729	0	0
CCL3L3	2	0.46729	0	0
CCL4	2	0.46729	1	0.645161
CCN1	2	0.46729	0	0
CCNG2	2	0.46729	0	0
CCT8	2	0.46729	0	0
CD164	2	0.46729	0	0
CD1A	2	0.46729	0	0
CD300E	2	0.46729	2	1.29032
CD300LF	2	0.46729	0	0
CD3G	2	0.46729	1	0.645161
CD52	2	0.46729	0	0
CD99	2	0.46729	0	0
CDC123	2	0.46729	1	0.645161
CDC20	2	0.46729	0	0
CDC26	2	0.46729	1	0.645161
CDC42	2	0.46729	2	1.29032
CDCA3	2	0.46729	2	1.29032
CDCP2	2	0.46729	1	0.645161
CDIN1	2	0.46729	1	0.645161
CDIP1	2	0.46729	0	0
CDK2AP1	2	0.46729	0	0
CDK4	2	0.46729	1	0.645161
CDKL1	2	0.46729	3	1.93548
CDKN2C	2	0.46729	0	0
CDPF1	2	0.46729	0	0
CDRT15L2	2	0.46729	0	0
CDS1	2	0.46729	2	1.29032
CDSN	2	0.46729	2	1.29032
CDT1	2	0.46729	0	0
CDX4	2	0.46729	1	0.645161
CEACAM21	2	0.46729	1	0.645161
CEBPA	2	0.46729	0	0
CELF5	2	0.46729	0	0
CEND1	2	0.46729	0	0
CENPL	2	0.46729	2	1.29032
CENPP	2	0.46729	0	0
CEP19	2	0.46729	1	0.645161
CEP20	2	0.46729	1	0.645161
CEP295	2	0.46729	2	1.29032
CEP44	2	0.46729	3	1.93548
CEP76	2	0.46729	2	1.29032
CFAP157	2	0.46729	1	0.645161
CFAP161	2	0.46729	2	1.29032
CFC1	2	0.46729	0	0
CFL2	2	0.46729	0	0
CGB5	2	0.46729	1	0.645161
CGGBP1	2	0.46729	2	1.29032
CGRRF1	2	0.46729	0	0
CHCHD2	2	0.46729	0	0
CHID1	2	0.46729	0	0
CHM	2	0.46729	1	0.645161
CHMP2A	2	0.46729	1	0.645161
CHMP4B	2	0.46729	0	0
CHMP4C	2	0.46729	1	0.645161
CHMP5	2	0.46729	1	0.645161
CHP2	2	0.46729	0	0
CHPT1	2	0.46729	2	1.29032
CHRAC1	2	0.46729	0	0
CHRNA7	2	0.46729	1	0.645161
CHST14	2	0.46729	0	0
CHTOP	2	0.46729	1	0.645161
CHURC1	2	0.46729	0	0
CIB1	2	0.46729	0	0
CINP	2	0.46729	0	0
CIPC	2	0.46729	1	0.645161
CISD2	2	0.46729	0	0
CISH	2	0.46729	0	0
CKAP4	2	0.46729	3	1.93548
CLC	2	0.46729	1	0.645161
CLDN11	2	0.46729	1	0.645161
CLDN15	2	0.46729	0	0
CLDN2	2	0.46729	1	0.645161
CLDN5	2	0.46729	0	0
CLDND2	2	0.46729	0	0
CLEC18A	2	0.46729	0	0
CLEC1B	2	0.46729	2	1.29032
CLIC2	2	0.46729	2	1.29032
CLIC4	2	0.46729	2	1.29032
CLK2	2	0.46729	0	0
CLN8	2	0.46729	2	1.29032
CLRN3	2	0.46729	0	0
CLTB	2	0.46729	0	0
CMC2	2	0.46729	0	0
CMPK2	2	0.46729	1	0.645161
CMTM2	2	0.46729	2	1.29032
CMTM6	2	0.46729	0	0
CNIH2	2	0.46729	1	0.645161
CNPY2	2	0.46729	2	1.29032
CNR2	2	0.46729	0	0
COIL	2	0.46729	2	1.29032
COMMD4	2	0.46729	0	0
COMMD5	2	0.46729	0	0
COMMD8	2	0.46729	1	0.645161
COMMD9	2	0.46729	1	0.645161
COPS9	2	0.46729	0	0
COQ5	2	0.46729	0	0
CORO7-PAM16	2	0.46729	0	0
COX16	2	0.46729	0	0
COX5B	2	0.46729	0	0
COX8C	2	0.46729	0	0
CPA2	2	0.46729	1	0.645161
CPLANE2	2	0.46729	0	0
CPM	2	0.46729	3	1.93548
CRABP1	2	0.46729	1	0.645161
CRACR2A	2	0.46729	3	1.93548
CRB3	2	0.46729	0	0
CRELD1	2	0.46729	1	0.645161
CRELD2	2	0.46729	0	0
CRLF2	2	0.46729	1	0.645161
CRYAB	2	0.46729	0	0
CRYBA4	2	0.46729	0	0
CRYGS	2	0.46729	1	0.645161
CSDC2	2	0.46729	3	1.93548
CSH2	2	0.46729	0	0
CSHL1	2	0.46729	1	0.645161
CSN2	2	0.46729	1	0.645161
CSRP2	2	0.46729	1	0.645161
CST8	2	0.46729	0	0
CST9	2	0.46729	0	0
CT55	2	0.46729	1	0.645161
CT83	2	0.46729	0	0
CTAGE4	2	0.46729	0	0
CXCL11	2	0.46729	2	1.29032
CXCL6	2	0.46729	0	0
CXCL8	2	0.46729	2	1.29032
CXorf38	2	0.46729	1	0.645161
CYB561A3	2	0.46729	0	0
CYB5D2	2	0.46729	0	0
CYBA	2	0.46729	0	0
CYP26C1	2	0.46729	0	0
CYP2C18	2	0.46729	3	1.93548
CYP4X1	2	0.46729	0	0
CYTH4	2	0.46729	1	0.645161
CYYR1	2	0.46729	0	0
DACT3	2	0.46729	0	0
DBI	2	0.46729	0	0
DBP	2	0.46729	0	0
DBX1	2	0.46729	0	0
DCANP1	2	0.46729	0	0
DCD	2	0.46729	0	0
DCDC2C	2	0.46729	1	0.645161
DCK	2	0.46729	1	0.645161
DCTN5	2	0.46729	1	0.645161
DDA1	2	0.46729	0	0
DDOST	2	0.46729	0	0
DDX3Y	2	0.46729	0	0
DEFB121	2	0.46729	0	0
DEFB125	2	0.46729	0	0
DEFB126	2	0.46729	2	1.29032
DEFB127	2	0.46729	0	0
DEFB135	2	0.46729	1	0.645161
DEFB136	2	0.46729	3	1.93548
DENND10	2	0.46729	2	1.29032
DENR	2	0.46729	2	1.29032
DESI1	2	0.46729	0	0
DGAT2	2	0.46729	2	1.29032
DGCR6L	2	0.46729	0	0
DGKQ	2	0.46729	0	0
DHDH	2	0.46729	0	0
DHFR	2	0.46729	1	0.645161
DHRS12	2	0.46729	0	0
DHRS13	2	0.46729	0	0
DHRS3	2	0.46729	0	0
DHRS4L2	2	0.46729	0	0
DIABLO	2	0.46729	0	0
DIO1	2	0.46729	2	1.29032
DIO2	2	0.46729	4	2.58065
DIRAS3	2	0.46729	0	0
DLL3	2	0.46729	3	1.93548
DLX1	2	0.46729	0	0
DMAC1	2	0.46729	0	0
DMRT1	2	0.46729	1	0.645161
DNAAF5	2	0.46729	1	0.645161
DNAJC15	2	0.46729	0	0
DNAJC19	2	0.46729	2	1.29032
DNAJC5	2	0.46729	0	0
DND1	2	0.46729	2	1.29032
DNLZ	2	0.46729	0	0
DOHH	2	0.46729	1	0.645161
DPPA3	2	0.46729	2	1.29032
DPT	2	0.46729	0	0
DRAM1	2	0.46729	0	0
DSCC1	2	0.46729	0	0
DTD1	2	0.46729	2	1.29032
DTHD1	2	0.46729	0	0
DUSP13	2	0.46729	0	0
DUSP19	2	0.46729	2	1.29032
DUT	2	0.46729	1	0.645161
EAF1	2	0.46729	0	0
EBAG9	2	0.46729	0	0
EBI3	2	0.46729	1	0.645161
EBP	2	0.46729	0	0
ECE2	2	0.46729	0	0
ECH1	2	0.46729	0	0
ECRG4	2	0.46729	2	1.29032
EDA	2	0.46729	3	1.93548
EDC3	2	0.46729	1	0.645161
EEF1AKMT2	2	0.46729	0	0
EEF1AKMT3	2	0.46729	2	1.29032
EEF1B2	2	0.46729	2	1.29032
EEF1G	2	0.46729	0	0
EFCAB1	2	0.46729	4	2.58065
EFCAB11	2	0.46729	1	0.645161
EFHD2	2	0.46729	0	0
EFNA2	2	0.46729	0	0
EFNA3	2	0.46729	0	0
EFNA5	2	0.46729	2	1.29032
EFNB2	2	0.46729	2	1.29032
EFR3B	2	0.46729	0	0
EGFL7	2	0.46729	0	0
EID2	2	0.46729	1	0.645161
EIF1	2	0.46729	1	0.645161
EIF1B	2	0.46729	1	0.645161
EIF2B2	2	0.46729	1	0.645161
EIF3C	2	0.46729	0	0
EIF3K	2	0.46729	1	0.645161
EIF4E	2	0.46729	1	0.645161
EIF5A	2	0.46729	0	0
EIPR1	2	0.46729	2	1.29032
ELF2	2	0.46729	3	1.93548
EMC10	2	0.46729	0	0
EMC4	2	0.46729	1	0.645161
EMC8	2	0.46729	1	0.645161
EMC9	2	0.46729	1	0.645161
EME2	2	0.46729	1	0.645161
ENDOV	2	0.46729	0	0
ENO2	2	0.46729	1	0.645161
ENO4	2	0.46729	1	0.645161
EPCAM	2	0.46729	0	0
EPHX3	2	0.46729	1	0.645161
EPM2A	2	0.46729	0	0
EREG	2	0.46729	1	0.645161
ERI1	2	0.46729	2	1.29032
ETFBKMT	2	0.46729	0	0
EVA1B	2	0.46729	0	0
EVI2A	2	0.46729	0	0
EXOG	2	0.46729	3	1.93548
EXOSC1	2	0.46729	0	0
EXOSC7	2	0.46729	1	0.645161
FA2H	2	0.46729	0	0
FABP1	2	0.46729	1	0.645161
FABP4	2	0.46729	0	0
FABP5	2	0.46729	1	0.645161
FADD	2	0.46729	0	0
FADS6	2	0.46729	0	0
FAM102B	2	0.46729	1	0.645161
FAM117B	2	0.46729	0	0
FAM120AOS	2	0.46729	0	0
FAM131B	2	0.46729	1	0.645161
FAM149B1	2	0.46729	0	0
FAM174B	2	0.46729	0	0
FAM177A1	2	0.46729	0	0
FAM180A	2	0.46729	1	0.645161
FAM183A	2	0.46729	1	0.645161
FAM205A	2	0.46729	2	1.29032
FAM20C	2	0.46729	0	0
FAM229B	2	0.46729	0	0
FAM32A	2	0.46729	0	0
FAM3D	2	0.46729	0	0
FAM43B	2	0.46729	0	0
FAM50A	2	0.46729	0	0
FAM71F2	2	0.46729	2	1.29032
FAM76A	2	0.46729	1	0.645161
FAM89B	2	0.46729	1	0.645161
FAM98C	2	0.46729	3	1.93548
FAM9C	2	0.46729	0	0
FAU	2	0.46729	2	1.29032
FBRSL1	2	0.46729	0	0
FBXO16	2	0.46729	2	1.29032
FBXO33	2	0.46729	0	0
FBXO45	2	0.46729	1	0.645161
FCF1	2	0.46729	0	0
FCGR2A	2	0.46729	1	0.645161
FCGR3B	2	0.46729	1	0.645161
FDCSP	2	0.46729	0	0
FDFT1	2	0.46729	2	1.29032
FDX2	2	0.46729	2	1.29032
FDXACB1	2	0.46729	1	0.645161
FFAR1	2	0.46729	0	0
FGF11	2	0.46729	0	0
FGF19	2	0.46729	1	0.645161
FGF6	2	0.46729	0	0
FHAD1	2	0.46729	0	0
FITM1	2	0.46729	1	0.645161
FITM2	2	0.46729	0	0
FKBP1A	2	0.46729	1	0.645161
FKBP3	2	0.46729	2	1.29032
FNDC5	2	0.46729	0	0
FNDC7	2	0.46729	2	1.29032
FOLR2	2	0.46729	1	0.645161
FOXB1	2	0.46729	0	0
FOXI3	2	0.46729	1	0.645161
FOXJ1	2	0.46729	1	0.645161
FOXL2NB	2	0.46729	1	0.645161
FOXN4	2	0.46729	3	1.93548
FOXQ1	2	0.46729	0	0
FRAT1	2	0.46729	0	0
FSD1L	2	0.46729	0	0
FSHB	2	0.46729	3	1.93548
FTL	2	0.46729	1	0.645161
FUNDC1	2	0.46729	0	0
FUT10	2	0.46729	2	1.29032
FUT4	2	0.46729	0	0
FXYD5	2	0.46729	0	0
G6PC2	2	0.46729	2	1.29032
GABARAPL2	2	0.46729	1	0.645161
GAGE10	2	0.46729	1	0.645161
GAGE2E	2	0.46729	0	0
GAL	2	0.46729	0	0
GALP	2	0.46729	1	0.645161
GAPDH	2	0.46729	0	0
GAREM2	2	0.46729	0	0
GATD1	2	0.46729	0	0
GATM	2	0.46729	0	0
GCA	2	0.46729	0	0
GDPD3	2	0.46729	0	0
GEMIN6	2	0.46729	0	0
GFI1B	2	0.46729	1	0.645161
GID4	2	0.46729	0	0
GINS2	2	0.46729	1	0.645161
GINS4	2	0.46729	2	1.29032
GIPR	2	0.46729	2	1.29032
GJC3	2	0.46729	2	1.29032
GLIPR1L1	2	0.46729	0	0
GLMN	2	0.46729	2	1.29032
GLO1	2	0.46729	1	0.645161
GLTP	2	0.46729	0	0
GLYAT	2	0.46729	2	1.29032
GLYATL2	2	0.46729	3	1.93548
GLYCTK	2	0.46729	2	1.29032
GM2A	2	0.46729	1	0.645161
GMFG	2	0.46729	0	0
GMNN	2	0.46729	0	0
GMPPB	2	0.46729	0	0
GNB2	2	0.46729	0	0
GNG4	2	0.46729	1	0.645161
GNG5	2	0.46729	0	0
GNLY	2	0.46729	1	0.645161
GNMT	2	0.46729	0	0
GOLGA6B	2	0.46729	1	0.645161
GOLGA6L22	2	0.46729	1	0.645161
GOLGA6L9	2	0.46729	1	0.645161
GOLGA7	2	0.46729	0	0
GOLGA7B	2	0.46729	2	1.29032
GOLM2	2	0.46729	0	0
GPA33	2	0.46729	0	0
GPALPP1	2	0.46729	1	0.645161
GPATCH11	2	0.46729	0	0
GPBAR1	2	0.46729	2	1.29032
GPR62	2	0.46729	0	0
GPR89A	2	0.46729	1	0.645161
GPX3	2	0.46729	2	1.29032
GPX7	2	0.46729	1	0.645161
GPX8	2	0.46729	1	0.645161
GRB2	2	0.46729	1	0.645161
GREM1	2	0.46729	2	1.29032
GRHPR	2	0.46729	1	0.645161
GRID2IP	2	0.46729	0	0
GRTP1	2	0.46729	0	0
GRWD1	2	0.46729	0	0
GSDMB	2	0.46729	1	0.645161
GSTA2	2	0.46729	1	0.645161
GSTP1	2	0.46729	0	0
GSX1	2	0.46729	0	0
GTF2E2	2	0.46729	1	0.645161
GTF2H4	2	0.46729	2	1.29032
GTPBP10	2	0.46729	2	1.29032
GTSF1	2	0.46729	2	1.29032
GUCA1B	2	0.46729	2	1.29032
GUCA1C	2	0.46729	2	1.29032
GULP1	2	0.46729	3	1.93548
GYG1	2	0.46729	1	0.645161
GZMM	2	0.46729	1	0.645161
H1-10	2	0.46729	0	0
H1-8	2	0.46729	1	0.645161
H2AC11	2	0.46729	0	0
H2AC12	2	0.46729	0	0
H2AC14	2	0.46729	0	0
H2AC16	2	0.46729	0	0
H2AC17	2	0.46729	0	0
H2AC21	2	0.46729	1	0.645161
H2BC11	2	0.46729	0	0
H2BC14	2	0.46729	4	2.58065
H3-2	2	0.46729	0	0
H3-3B	2	0.46729	0	0
H3-4	2	0.46729	3	1.93548
H3C1	2	0.46729	0	0
H3C3	2	0.46729	0	0
H3C7	2	0.46729	0	0
H3C8	2	0.46729	0	0
H4C1	2	0.46729	2	1.29032
H4C2	2	0.46729	0	0
HADH	2	0.46729	2	1.29032
HAND2	2	0.46729	1	0.645161
HAUS4	2	0.46729	0	0
HAUS7	2	0.46729	1	0.645161
HBA1	2	0.46729	0	0
HBE1	2	0.46729	0	0
HBEGF	2	0.46729	0	0
HCST	2	0.46729	0	0
HDGFL3	2	0.46729	0	0
HEBP2	2	0.46729	1	0.645161
HEPN1	2	0.46729	0	0
HERPUD2	2	0.46729	0	0
HES5	2	0.46729	0	0
HHEX	2	0.46729	3	1.93548
HIGD2A	2	0.46729	0	0
HLA-F	2	0.46729	0	0
HM13	2	0.46729	3	1.93548
HMGB1	2	0.46729	0	0
HMGB4	2	0.46729	1	0.645161
HMGCS1	2	0.46729	0	0
HMGN3	2	0.46729	0	0
HNF4G	2	0.46729	0	0
HNRNPA0	2	0.46729	0	0
HNRNPH2	2	0.46729	3	1.93548
HOXA10	2	0.46729	0	0
HOXA11	2	0.46729	0	0
HOXA2	2	0.46729	1	0.645161
HOXA4	2	0.46729	0	0
HOXA9	2	0.46729	0	0
HOXB7	2	0.46729	0	0
HOXC11	2	0.46729	2	1.29032
HOXC6	2	0.46729	0	0
HPCAL4	2	0.46729	0	0
HPF1	2	0.46729	1	0.645161
HPRT1	2	0.46729	0	0
HSD11B1	2	0.46729	0	0
HSD17B11	2	0.46729	1	0.645161
HSD17B8	2	0.46729	0	0
HSD3B2	2	0.46729	1	0.645161
HSDL2	2	0.46729	1	0.645161
HSF4	2	0.46729	1	0.645161
HSH2D	2	0.46729	0	0
HSPA1A	2	0.46729	0	0
HSPB2	2	0.46729	1	0.645161
HSPB3	2	0.46729	1	0.645161
HSPB9	2	0.46729	0	0
HTN1	2	0.46729	0	0
HTR3D	2	0.46729	1	0.645161
IAH1	2	0.46729	0	0
ICAM3	2	0.46729	1	0.645161
ICMT	2	0.46729	1	0.645161
IER2	2	0.46729	0	0
IER5	2	0.46729	1	0.645161
IFNA10	2	0.46729	4	2.58065
IFNA21	2	0.46729	1	0.645161
IFNA6	2	0.46729	1	0.645161
IFNK	2	0.46729	2	1.29032
IFNL1	2	0.46729	1	0.645161
IFT27	2	0.46729	0	0
IFTAP	2	0.46729	0	0
IGFBP6	2	0.46729	0	0
IGFL1	2	0.46729	0	0
IGFL3	2	0.46729	0	0
IGHV1-18	2	0.46729	0	0
IGHV1-2	2	0.46729	0	0
IGHV1-24	2	0.46729	3	1.93548
IGHV1-45	2	0.46729	0	0
IGHV3-33	2	0.46729	0	0
IGHV3-35	2	0.46729	1	0.645161
IGHV3-49	2	0.46729	1	0.645161
IGHV3-66	2	0.46729	0	0
IGHV3-7	2	0.46729	0	0
IGHV3-72	2	0.46729	1	0.645161
IGKV1-12	2	0.46729	0	0
IGKV1-27	2	0.46729	1	0.645161
IGKV1-9	2	0.46729	2	1.29032
IGKV1D-33	2	0.46729	1	0.645161
IGKV1D-42	2	0.46729	0	0
IGKV2D-24	2	0.46729	1	0.645161
IGKV2D-29	2	0.46729	0	0
IGKV2D-30	2	0.46729	0	0
IGKV3-11	2	0.46729	0	0
IGKV3D-15	2	0.46729	0	0
IGKV3D-20	2	0.46729	2	1.29032
IGKV4-1	2	0.46729	1	0.645161
IGLL1	2	0.46729	0	0
IGLV1-47	2	0.46729	0	0
IGLV2-14	2	0.46729	1	0.645161
IGLV2-23	2	0.46729	0	0
IGLV2-33	2	0.46729	1	0.645161
IGLV2-8	2	0.46729	1	0.645161
IGLV3-16	2	0.46729	0	0
IGLV3-19	2	0.46729	1	0.645161
IGLV3-25	2	0.46729	1	0.645161
IGLV3-32	2	0.46729	0	0
IGLV7-43	2	0.46729	0	0
IGLV7-46	2	0.46729	1	0.645161
IGLV8-61	2	0.46729	0	0
IGSF6	2	0.46729	0	0
IL10	2	0.46729	2	1.29032
IL12B	2	0.46729	0	0
IL15	2	0.46729	0	0
IL17A	2	0.46729	1	0.645161
IL17RE	2	0.46729	0	0
IL1RN	2	0.46729	2	1.29032
IL27	2	0.46729	1	0.645161
IL3	2	0.46729	1	0.645161
IL31	2	0.46729	2	1.29032
ILF2	2	0.46729	0	0
IMP3	2	0.46729	1	0.645161
INIP	2	0.46729	2	1.29032
INMT	2	0.46729	0	0
INO80B	2	0.46729	1	0.645161
INO80C	2	0.46729	1	0.645161
IQCF1	2	0.46729	2	1.29032
IQCF2	2	0.46729	1	0.645161
ISG15	2	0.46729	1	0.645161
ISG20	2	0.46729	1	0.645161
ISOC1	2	0.46729	0	0
ISY1	2	0.46729	0	0
ITGB1BP1	2	0.46729	0	0
ITLN2	2	0.46729	0	0
ITM2B	2	0.46729	1	0.645161
IZUMO1	2	0.46729	3	1.93548
IZUMO3	2	0.46729	1	0.645161
JMJD8	2	0.46729	0	0
KAZALD1	2	0.46729	0	0
KCNE2	2	0.46729	0	0
KCNE3	2	0.46729	0	0
KCNK12	2	0.46729	0	0
KCNK16	2	0.46729	2	1.29032
KCNK6	2	0.46729	0	0
KCTD5	2	0.46729	0	0
KHK	2	0.46729	0	0
KIAA1191	2	0.46729	1	0.645161
KIR2DL4	2	0.46729	1	0.645161
KLHDC1	2	0.46729	1	0.645161
KLHDC10	2	0.46729	0	0
KLHL17	2	0.46729	0	0
KLHL33	2	0.46729	0	0
KLK14	2	0.46729	0	0
KLRB1	2	0.46729	3	1.93548
KLRC1	2	0.46729	1	0.645161
KLRG2	2	0.46729	0	0
KRT20	2	0.46729	2	1.29032
KRTAP1-1	2	0.46729	0	0
KRTAP10-3	2	0.46729	0	0
KRTAP13-4	2	0.46729	1	0.645161
KRTAP17-1	2	0.46729	0	0
KRTAP19-6	2	0.46729	0	0
KRTAP22-1	2	0.46729	0	0
KRTAP25-1	2	0.46729	1	0.645161
KRTAP3-2	2	0.46729	0	0
KRTAP4-4	2	0.46729	0	0
KRTAP5-3	2	0.46729	1	0.645161
KRTAP5-6	2	0.46729	1	0.645161
KRTAP5-7	2	0.46729	1	0.645161
KRTAP6-1	2	0.46729	0	0
KRTAP9-2	2	0.46729	1	0.645161
KRTAP9-3	2	0.46729	0	0
KRTCAP2	2	0.46729	0	0
KRTCAP3	2	0.46729	0	0
KTI12	2	0.46729	0	0
L3HYPDH	2	0.46729	0	0
LAMTOR2	2	0.46729	1	0.645161
LAT2	2	0.46729	0	0
