Gene	COAD_cases	COAD_percent	READ_cases	READ_percent
IGKV3-15	5	1.16822	0	0
IGLON5	5	1.16822	1	0.645161
IKZF5	5	1.16822	1	0.645161
IL13RA1	5	1.16822	1	0.645161
IL17REL	5	1.16822	1	0.645161
IL24	5	1.16822	1	0.645161
IL9R	5	1.16822	2	1.29032
ILK	5	1.16822	1	0.645161
ILRUN	5	1.16822	0	0
IMMP2L	5	1.16822	1	0.645161
IMP4	5	1.16822	0	0
ING3	5	1.16822	0	0
INTS9	5	1.16822	0	0
IPMK	5	1.16822	2	1.29032
IQCG	5	1.16822	1	0.645161
IRF2BPL	5	1.16822	0	0
ISY1-RAB43	5	1.16822	0	0
ITGBL1	5	1.16822	5	3.22581
ITPK1	5	1.16822	0	0
ITPKA	5	1.16822	0	0
ITPRIPL1	5	1.16822	2	1.29032
JADE3	5	1.16822	3	1.93548
JMJD6	5	1.16822	1	0.645161
JSRP1	5	1.16822	0	0
KASH5	5	1.16822	1	0.645161
KAT8	5	1.16822	1	0.645161
KATNAL2	5	1.16822	3	1.93548
KCNAB2	5	1.16822	0	0
KCNIP2	5	1.16822	1	0.645161
KCNJ15	5	1.16822	1	0.645161
KCNK5	5	1.16822	3	1.93548
KCNK7	5	1.16822	1	0.645161
KCNMB1	5	1.16822	0	0
KCNMB4	5	1.16822	1	0.645161
KCTD1	5	1.16822	1	0.645161
KCTD12	5	1.16822	1	0.645161
KCTD14	5	1.16822	1	0.645161
KCTD20	5	1.16822	4	2.58065
KCTD21	5	1.16822	2	1.29032
KDF1	5	1.16822	0	0
KIAA1328	5	1.16822	2	1.29032
KIR3DL1	5	1.16822	0	0
KLF13	5	1.16822	0	0
KLF14	5	1.16822	2	1.29032
KLF15	5	1.16822	1	0.645161
KLF4	5	1.16822	0	0
KLHDC3	5	1.16822	0	0
KLHDC7A	5	1.16822	3	1.93548
KLHDC7B	5	1.16822	0	0
KLHL28	5	1.16822	3	1.93548
KLK1	5	1.16822	0	0
KLK12	5	1.16822	3	1.93548
KLK8	5	1.16822	0	0
KLRD1	5	1.16822	1	0.645161
KLRF1	5	1.16822	2	1.29032
KNCN	5	1.16822	0	0
KPNA2	5	1.16822	0	0
KPNA5	5	1.16822	2	1.29032
KPTN	5	1.16822	0	0
KRT14	5	1.16822	2	1.29032
KRT23	5	1.16822	0	0
KRT35	5	1.16822	3	1.93548
KRT7	5	1.16822	0	0
KRT78	5	1.16822	4	2.58065
KRT81	5	1.16822	1	0.645161
KRT83	5	1.16822	1	0.645161
KRTAP10-11	5	1.16822	0	0
KRTAP10-4	5	1.16822	0	0
KRTAP15-1	5	1.16822	0	0
KRTAP19-5	5	1.16822	2	1.29032
KRTAP24-1	5	1.16822	5	3.22581
KRTAP6-3	5	1.16822	0	0
KYNU	5	1.16822	3	1.93548
LACC1	5	1.16822	0	0
LACRT	5	1.16822	1	0.645161
LACTB	5	1.16822	5	3.22581
LACTB2	5	1.16822	0	0
LAIR1	5	1.16822	0	0
LAS1L	5	1.16822	3	1.93548
LCAT	5	1.16822	1	0.645161
LCLAT1	5	1.16822	1	0.645161
LDHAL6A	5	1.16822	3	1.93548
LDHB	5	1.16822	2	1.29032
LDHC	5	1.16822	1	0.645161
LEXM	5	1.16822	3	1.93548
LGALS13	5	1.16822	1	0.645161
LGI2	5	1.16822	3	1.93548
LILRA2	5	1.16822	2	1.29032
LIPH	5	1.16822	2	1.29032
LIPJ	5	1.16822	2	1.29032
LNP1	5	1.16822	1	0.645161
LOXL1	5	1.16822	0	0
LPAR2	5	1.16822	0	0
LRCH4	5	1.16822	0	0
LRR1	5	1.16822	1	0.645161
LRRC10	5	1.16822	0	0
LRRC14	5	1.16822	1	0.645161
LRRC23	5	1.16822	1	0.645161
LRRC37B	5	1.16822	5	3.22581
LRRC3B	5	1.16822	1	0.645161
LRRC8B	5	1.16822	1	0.645161
LRWD1	5	1.16822	2	1.29032
LSM1	5	1.16822	0	0
LTV1	5	1.16822	3	1.93548
LUC7L2	5	1.16822	3	1.93548
LURAP1	5	1.16822	1	0.645161
LYL1	5	1.16822	0	0
MACIR	5	1.16822	1	0.645161
MACROH2A1	5	1.16822	2	1.29032
MAGEA1	5	1.16822	3	1.93548
MAGEA10	5	1.16822	1	0.645161
MAGEB3	5	1.16822	3	1.93548
MAGEB6	5	1.16822	4	2.58065
MAGEH1	5	1.16822	2	1.29032
MANEA	5	1.16822	1	0.645161
MANF	5	1.16822	0	0
MAP11	5	1.16822	0	0
MAP1LC3B2	5	1.16822	0	0
MAP1LC3C	5	1.16822	0	0
MAPK14	5	1.16822	1	0.645161
MAPK15	5	1.16822	2	1.29032
MAPKAPK2	5	1.16822	2	1.29032
MARCHF8	5	1.16822	2	1.29032
MARCKS	5	1.16822	0	0
MAS1	5	1.16822	2	1.29032
MATN3	5	1.16822	0	0
MB21D2	5	1.16822	2	1.29032
MC4R	5	1.16822	2	1.29032
MCM8	5	1.16822	3	1.93548
MCM9	5	1.16822	3	1.93548
MCOLN2	5	1.16822	2	1.29032
MCTS1	5	1.16822	1	0.645161
MCUB	5	1.16822	0	0
MDH1	5	1.16822	0	0
MDM2	5	1.16822	1	0.645161
MEOX2	5	1.16822	2	1.29032
MESD	5	1.16822	2	1.29032
METTL1	5	1.16822	0	0
MEX3A	5	1.16822	3	1.93548
MFRP	5	1.16822	0	0
MFSD10	5	1.16822	1	0.645161
MFSD4A	5	1.16822	0	0
MGAT4A	5	1.16822	2	1.29032
MIA	5	1.16822	2	1.29032
MIIP	5	1.16822	0	0
MINDY1	5	1.16822	2	1.29032
MIP	5	1.16822	1	0.645161
MKRN1	5	1.16822	1	0.645161
MLPH	5	1.16822	1	0.645161
MLXIP	5	1.16822	0	0
MMADHC	5	1.16822	1	0.645161
MOB3A	5	1.16822	0	0
MOGAT3	5	1.16822	0	0
MORN3	5	1.16822	1	0.645161
MPG	5	1.16822	0	0
MPPE1	5	1.16822	1	0.645161
MPZL1	5	1.16822	0	0
MRGPRX4	5	1.16822	2	1.29032
MRI1	5	1.16822	1	0.645161
MRPL28	5	1.16822	0	0
MRPL38	5	1.16822	1	0.645161
MRPL44	5	1.16822	2	1.29032
MRPL47	5	1.16822	2	1.29032
MRPL54	5	1.16822	2	1.29032
MRPS2	5	1.16822	1	0.645161
MS4A15	5	1.16822	1	0.645161
MS4A8	5	1.16822	1	0.645161
MSANTD4	5	1.16822	2	1.29032
MSX2	5	1.16822	0	0
MTA3	5	1.16822	2	1.29032
MTCH1	5	1.16822	0	0
MTF1	5	1.16822	1	0.645161
MTFR2	5	1.16822	1	0.645161
MTHFR	5	1.16822	2	1.29032
MTMR14	5	1.16822	0	0
MTMR8	5	1.16822	4	2.58065
MTRF1L	5	1.16822	0	0
MTX1	5	1.16822	0	0
MUC15	5	1.16822	2	1.29032
MYADM	5	1.16822	0	0
MYLK4	5	1.16822	1	0.645161
MYMK	5	1.16822	0	0
MYOC	5	1.16822	3	1.93548
MYOZ1	5	1.16822	4	2.58065
MYOZ3	5	1.16822	1	0.645161
NAA80	5	1.16822	0	0
NAF1	5	1.16822	5	3.22581
NAGLU	5	1.16822	1	0.645161
NAGS	5	1.16822	1	0.645161
NAP1L1	5	1.16822	4	2.58065
NAPB	5	1.16822	0	0
NAPRT	5	1.16822	0	0
NAPSA	5	1.16822	2	1.29032
NARF	5	1.16822	2	1.29032
NARS1	5	1.16822	2	1.29032
NBL1	5	1.16822	0	0
NCF2	5	1.16822	2	1.29032
NCF4	5	1.16822	2	1.29032
NCLN	5	1.16822	0	0
NDUFAF1	5	1.16822	0	0
NDUFB5	5	1.16822	0	0
NDUFS2	5	1.16822	3	1.93548
NDUFV1	5	1.16822	1	0.645161
NECTIN2	5	1.16822	2	1.29032
NEIL3	5	1.16822	2	1.29032
NEK11	5	1.16822	3	1.93548
NEMP1	5	1.16822	2	1.29032
NEU2	5	1.16822	1	0.645161
NEUROG1	5	1.16822	1	0.645161
NEUROG3	5	1.16822	0	0
NFKBID	5	1.16822	0	0
NFYC	5	1.16822	1	0.645161
NGEF	5	1.16822	2	1.29032
NHLH1	5	1.16822	0	0
NKAIN3	5	1.16822	1	0.645161
NKD2	5	1.16822	0	0
NKX3-1	5	1.16822	1	0.645161
NMNAT2	5	1.16822	1	0.645161
NOL12	5	1.16822	0	0
NOL7	5	1.16822	0	0
NOTUM	5	1.16822	0	0
NOX1	5	1.16822	1	0.645161
NOXA1	5	1.16822	2	1.29032
NOXO1	5	1.16822	1	0.645161
NPEPPS	5	1.16822	1	0.645161
NPFFR1	5	1.16822	1	0.645161
NPVF	5	1.16822	0	0
NR1I2	5	1.16822	0	0
NR1I3	5	1.16822	1	0.645161
NRBF2	5	1.16822	1	0.645161
NRF1	5	1.16822	3	1.93548
NRN1	5	1.16822	2	1.29032
NRSN2	5	1.16822	0	0
NSUN5	5	1.16822	0	0
NSUN6	5	1.16822	2	1.29032
NT5E	5	1.16822	1	0.645161
NTAQ1	5	1.16822	0	0
NTHL1	5	1.16822	0	0
NTN5	5	1.16822	0	0
NUCB2	5	1.16822	2	1.29032
NUDC	5	1.16822	1	0.645161
NUP43	5	1.16822	2	1.29032
NUP50	5	1.16822	0	0
NUP62	5	1.16822	0	0
NUP85	5	1.16822	1	0.645161
NXPH3	5	1.16822	1	0.645161
ODF1	5	1.16822	2	1.29032
ODF3	5	1.16822	1	0.645161
ODR4	5	1.16822	1	0.645161
OGG1	5	1.16822	0	0
OLA1	5	1.16822	2	1.29032
OLFM3	5	1.16822	4	2.58065
ONECUT3	5	1.16822	0	0
OPHN1	5	1.16822	1	0.645161
OPN5	5	1.16822	2	1.29032
OR10A4	5	1.16822	1	0.645161
OR10T2	5	1.16822	5	3.22581
OR11H6	5	1.16822	2	1.29032
OR13C5	5	1.16822	1	0.645161
OR13G1	5	1.16822	0	0
OR1B1	5	1.16822	3	1.93548
OR1D2	5	1.16822	0	0
OR1D5	5	1.16822	2	1.29032
OR1F1	5	1.16822	2	1.29032
OR1G1	5	1.16822	5	3.22581
OR1J2	5	1.16822	3	1.93548
OR1J4	5	1.16822	0	0
OR1M1	5	1.16822	3	1.93548
OR1N1	5	1.16822	1	0.645161
OR1S2	5	1.16822	0	0
OR2A4	5	1.16822	1	0.645161
OR2C1	5	1.16822	0	0
OR2F1	5	1.16822	2	1.29032
OR2F2	5	1.16822	0	0
OR2G2	5	1.16822	2	1.29032
OR2K2	5	1.16822	2	1.29032
OR2T3	5	1.16822	1	0.645161
OR2T35	5	1.16822	1	0.645161
OR2T4	5	1.16822	3	1.93548
OR3A3	5	1.16822	0	0
OR4D1	5	1.16822	2	1.29032
OR4D11	5	1.16822	1	0.645161
OR4D6	5	1.16822	2	1.29032
OR4K13	5	1.16822	1	0.645161
OR4K17	5	1.16822	1	0.645161
OR4S2	5	1.16822	1	0.645161
OR51A2	5	1.16822	0	0
OR51B2	5	1.16822	5	3.22581
OR51F2	5	1.16822	2	1.29032
OR51G2	5	1.16822	2	1.29032
OR52B2	5	1.16822	0	0
OR52E8	5	1.16822	2	1.29032
OR52M1	5	1.16822	1	0.645161
OR52R1	5	1.16822	1	0.645161
OR56B1	5	1.16822	0	0
OR5AC2	5	1.16822	2	1.29032
OR5B12	5	1.16822	3	1.93548
OR5J2	5	1.16822	1	0.645161
OR5K4	5	1.16822	2	1.29032
OR5L1	5	1.16822	2	1.29032
OR5P2	5	1.16822	1	0.645161
OR5T3	5	1.16822	3	1.93548
OR6C4	5	1.16822	1	0.645161
OR6C76	5	1.16822	0	0
OR6M1	5	1.16822	5	3.22581
OR6S1	5	1.16822	3	1.93548
OR6X1	5	1.16822	1	0.645161
OR6Y1	5	1.16822	3	1.93548
OR7A5	5	1.16822	3	1.93548
OR7G1	5	1.16822	2	1.29032
OR8B3	5	1.16822	1	0.645161
OR8D2	5	1.16822	2	1.29032
OR8D4	5	1.16822	1	0.645161
OR8S1	5	1.16822	0	0
OR9Q1	5	1.16822	1	0.645161
OSGIN2	5	1.16822	3	1.93548
OSTM1	5	1.16822	0	0
OTOG	5	1.16822	1	0.645161
OTX1	5	1.16822	1	0.645161
P2RX3	5	1.16822	2	1.29032
P2RY14	5	1.16822	3	1.93548
P2RY6	5	1.16822	1	0.645161
PABPC4L	5	1.16822	0	0
PACC1	5	1.16822	3	1.93548
PANK3	5	1.16822	2	1.29032
PAPSS1	5	1.16822	2	1.29032
PAPSS2	5	1.16822	1	0.645161
PAQR4	5	1.16822	0	0
PARP12	5	1.16822	1	0.645161
PBDC1	5	1.16822	0	0
PCBP3	5	1.16822	0	0
PCED1A	5	1.16822	0	0
PCK2	5	1.16822	1	0.645161
PCMTD2	5	1.16822	0	0
PCYT1A	5	1.16822	2	1.29032
PDC	5	1.16822	0	0
PDCD1	5	1.16822	0	0
PDCD4	5	1.16822	3	1.93548
PDCD6	5	1.16822	0	0
PDCL	5	1.16822	1	0.645161
PDCL3	5	1.16822	0	0
PDE12	5	1.16822	1	0.645161
PDHX	5	1.16822	0	0
PDIA4	5	1.16822	1	0.645161
PDIA6	5	1.16822	2	1.29032
PDK1	5	1.16822	3	1.93548
PEBP4	5	1.16822	0	0
PEDS1	5	1.16822	1	0.645161
PEX11G	5	1.16822	0	0
PEX13	5	1.16822	2	1.29032
PEX5	5	1.16822	1	0.645161
PGGHG	5	1.16822	1	0.645161
PGLYRP1	5	1.16822	0	0
PGLYRP3	5	1.16822	0	0
PGM2L1	5	1.16822	2	1.29032
PHETA1	5	1.16822	0	0
PHETA2	5	1.16822	0	0
PHF19	5	1.16822	0	0
PHKG2	5	1.16822	1	0.645161
PHLDA1	5	1.16822	3	1.93548
PHLDB3	5	1.16822	0	0
PHYHD1	5	1.16822	0	0
PI16	5	1.16822	1	0.645161
PI4K2A	5	1.16822	0	0
PIAS2	5	1.16822	3	1.93548
PID1	5	1.16822	0	0
PIF1	5	1.16822	1	0.645161
PIGQ	5	1.16822	1	0.645161
PIGT	5	1.16822	2	1.29032
PIGW	5	1.16822	0	0
PIMREG	5	1.16822	2	1.29032
PIP5KL1	5	1.16822	0	0
PITHD1	5	1.16822	0	0
PKIA	5	1.16822	0	0
PKIB	5	1.16822	0	0
PLAA	5	1.16822	3	1.93548
PLEKHA1	5	1.16822	1	0.645161
PLEKHA3	5	1.16822	3	1.93548
PLEKHF1	5	1.16822	0	0
PLEKHS1	5	1.16822	2	1.29032
PLIN3	5	1.16822	1	0.645161
PLIN5	5	1.16822	0	0
PLP1	5	1.16822	2	1.29032
PLSCR3	5	1.16822	2	1.29032
PM20D2	5	1.16822	1	0.645161
PMEL	5	1.16822	2	1.29032
PNLIPRP2	5	1.16822	0	0
PNMA3	5	1.16822	0	0
PNMA5	5	1.16822	1	0.645161
PNN	5	1.16822	2	1.29032
PNO1	5	1.16822	1	0.645161
PNOC	5	1.16822	1	0.645161
PNP	5	1.16822	1	0.645161
PNPLA1	5	1.16822	1	0.645161
PNPLA2	5	1.16822	0	0
PNRC1	5	1.16822	0	0
POC1A	5	1.16822	0	0
POC1B	5	1.16822	3	1.93548
PODNL1	5	1.16822	0	0
PODXL2	5	1.16822	1	0.645161
POFUT1	5	1.16822	0	0
POLB	5	1.16822	2	1.29032
POLD2	5	1.16822	0	0
POLR1E	5	1.16822	3	1.93548
POLR1G	5	1.16822	1	0.645161
POLR2J	5	1.16822	0	0
POLR3C	5	1.16822	2	1.29032
POMK	5	1.16822	0	0
POPDC2	5	1.16822	2	1.29032
POU3F2	5	1.16822	1	0.645161
POU5F1	5	1.16822	1	0.645161
PPA2	5	1.16822	2	1.29032
PPP1R15A	5	1.16822	3	1.93548
PPP1R2	5	1.16822	3	1.93548
PPP1R21	5	1.16822	2	1.29032
PPP1R42	5	1.16822	2	1.29032
PPP2R1B	5	1.16822	2	1.29032
PPP2R2D	5	1.16822	1	0.645161
PPP2R3C	5	1.16822	2	1.29032
PPP2R5C	5	1.16822	2	1.29032
PPP6C	5	1.16822	3	1.93548
PPT2	5	1.16822	1	0.645161
PRAMEF4	5	1.16822	2	1.29032
PRB2	5	1.16822	2	1.29032
PRB4	5	1.16822	1	0.645161
PRDX6	5	1.16822	2	1.29032
PREB	5	1.16822	1	0.645161
PRICKLE3	5	1.16822	4	2.58065
PRIM2	5	1.16822	2	1.29032
PRKAB1	5	1.16822	2	1.29032
PRKAR1B	5	1.16822	1	0.645161
PRKCA	5	1.16822	2	1.29032
PRMT5	5	1.16822	0	0
PROCR	5	1.16822	1	0.645161
PROSER2	5	1.16822	1	0.645161
PROX2	5	1.16822	1	0.645161
PROZ	5	1.16822	1	0.645161
PRPF19	5	1.16822	0	0
PRPF38A	5	1.16822	3	1.93548
PRPS1L1	5	1.16822	1	0.645161
PRPSAP1	5	1.16822	3	1.93548
PRR19	5	1.16822	1	0.645161
PRR30	5	1.16822	1	0.645161
PRR5L	5	1.16822	1	0.645161
PRSS23	5	1.16822	1	0.645161
PRSS55	5	1.16822	2	1.29032
PRTN3	5	1.16822	0	0
PRXL2A	5	1.16822	3	1.93548
PSEN1	5	1.16822	1	0.645161
PSKH1	5	1.16822	0	0
PSMC5	5	1.16822	4	2.58065
PTDSS2	5	1.16822	1	0.645161
PTGDR2	5	1.16822	0	0
PTN	5	1.16822	2	1.29032
PTPN22	5	1.16822	2	1.29032
PTPRA	5	1.16822	4	2.58065
PTX4	5	1.16822	1	0.645161
PWWP2A	5	1.16822	1	0.645161
PXK	5	1.16822	3	1.93548
RAB3B	5	1.16822	2	1.29032
RAB3D	5	1.16822	0	0
RAB4B	5	1.16822	1	0.645161
RAB6C	5	1.16822	1	0.645161
RAB7A	5	1.16822	1	0.645161
RABEP2	5	1.16822	1	0.645161
RAD51C	5	1.16822	0	0
RALGPS1	5	1.16822	2	1.29032
RARS1	5	1.16822	2	1.29032
RASL11A	5	1.16822	1	0.645161
RBFOX2	5	1.16822	0	0
RBM22	5	1.16822	1	0.645161
RBM34	5	1.16822	2	1.29032
RBM4	5	1.16822	3	1.93548
RBM5	5	1.16822	3	1.93548
RBMS2	5	1.16822	1	0.645161
RBPJ	5	1.16822	3	1.93548
RCAN2	5	1.16822	1	0.645161
RCBTB1	5	1.16822	1	0.645161
RCL1	5	1.16822	2	1.29032
RCOR1	5	1.16822	2	1.29032
RDH5	5	1.16822	0	0
REEP2	5	1.16822	2	1.29032
REEP5	5	1.16822	1	0.645161
REG1A	5	1.16822	2	1.29032
RETREG3	5	1.16822	1	0.645161
REXO4	5	1.16822	2	1.29032
RFPL4B	5	1.16822	2	1.29032
RFTN2	5	1.16822	4	2.58065
RGL1	5	1.16822	5	3.22581
RGMA	5	1.16822	1	0.645161
RGS17	5	1.16822	2	1.29032
RGS18	5	1.16822	1	0.645161
RGS2	5	1.16822	4	2.58065
RGS7BP	5	1.16822	2	1.29032
RHBDL3	5	1.16822	3	1.93548
RHCG	5	1.16822	1	0.645161
RHD	5	1.16822	2	1.29032
RHOBTB2	5	1.16822	3	1.93548
RHOT2	5	1.16822	1	0.645161
RIC8B	5	1.16822	3	1.93548
RIOK2	5	1.16822	2	1.29032
RIOX2	5	1.16822	1	0.645161
RMND1	5	1.16822	0	0
RMND5B	5	1.16822	0	0
RND2	5	1.16822	1	0.645161
RNF113A	5	1.16822	1	0.645161
RNF125	5	1.16822	0	0
RNF126	5	1.16822	1	0.645161
RNF208	5	1.16822	0	0
RNFT1	5	1.16822	0	0
RNFT2	5	1.16822	1	0.645161
RNH1	5	1.16822	0	0
RNMT	5	1.16822	3	1.93548
RNPS1	5	1.16822	1	0.645161
RORA	5	1.16822	1	0.645161
RP2	5	1.16822	4	2.58065
RPAP3	5	1.16822	3	1.93548
RPIA	5	1.16822	0	0
RPL10L	5	1.16822	1	0.645161
RPL28	5	1.16822	2	1.29032
RPP40	5	1.16822	1	0.645161
RPRD1B	5	1.16822	0	0
RRM2	5	1.16822	0	0
RRP15	5	1.16822	0	0
RSKR	5	1.16822	1	0.645161
RSPH3	5	1.16822	0	0
RSRC1	5	1.16822	2	1.29032
RSRC2	5	1.16822	2	1.29032
RTL10	5	1.16822	1	0.645161
RTL4	5	1.16822	1	0.645161
RUNX3	5	1.16822	2	1.29032
RUSF1	5	1.16822	0	0
RWDD1	5	1.16822	1	0.645161
S100PBP	5	1.16822	0	0
SAMD11	5	1.16822	1	0.645161
SAMD12	5	1.16822	1	0.645161
SAMD15	5	1.16822	1	0.645161
SCAMP1	5	1.16822	0	0
SCARA3	5	1.16822	0	0
SCARF1	5	1.16822	0	0
SCGN	5	1.16822	0	0
SCN3B	5	1.16822	2	1.29032
SCP2	5	1.16822	1	0.645161
SDC2	5	1.16822	4	2.58065
SDC3	5	1.16822	2	1.29032
SDR39U1	5	1.16822	0	0
SDR9C7	5	1.16822	1	0.645161
SEC13	5	1.16822	0	0
SELENOM	5	1.16822	0	0
SELENON	5	1.16822	1	0.645161
SELENOP	5	1.16822	1	0.645161
SELPLG	5	1.16822	1	0.645161
SENP3	5	1.16822	0	0
SEPTIN2	5	1.16822	1	0.645161
SEPTIN4	5	1.16822	5	3.22581
SEPTIN5	5	1.16822	0	0
SEPTIN8	5	1.16822	3	1.93548
SERINC2	5	1.16822	0	0
SERINC4	5	1.16822	0	0
SERPINA4	5	1.16822	3	1.93548
SERPINA6	5	1.16822	1	0.645161
SERPINA9	5	1.16822	1	0.645161
SERPINH1	5	1.16822	1	0.645161
SERPINI1	5	1.16822	2	1.29032
SESN1	5	1.16822	0	0
SETD1B	5	1.16822	1	0.645161
SF3A2	5	1.16822	1	0.645161
SFRP2	5	1.16822	1	0.645161
SGCA	5	1.16822	0	0
SGCB	5	1.16822	4	2.58065
SGMS1	5	1.16822	1	0.645161
SH2D5	5	1.16822	0	0
SH3GL1	5	1.16822	1	0.645161
SH3GLB1	5	1.16822	1	0.645161
SHB	5	1.16822	0	0
SHBG	5	1.16822	2	1.29032
SHMT2	5	1.16822	1	0.645161
SHQ1	5	1.16822	4	2.58065
SIAH2	5	1.16822	1	0.645161
SIGLEC12	5	1.16822	3	1.93548
SKIL	5	1.16822	3	1.93548
SLAMF7	5	1.16822	0	0
SLC12A8	5	1.16822	1	0.645161
SLC16A5	5	1.16822	1	0.645161
SLC16A8	5	1.16822	0	0
SLC19A3	5	1.16822	1	0.645161
SLC1A2	5	1.16822	3	1.93548
SLC1A4	5	1.16822	1	0.645161
SLC20A1	5	1.16822	1	0.645161
SLC22A1	5	1.16822	1	0.645161
SLC22A5	5	1.16822	0	0
SLC22A9	5	1.16822	2	1.29032
SLC24A5	5	1.16822	1	0.645161
SLC25A18	5	1.16822	1	0.645161
SLC25A19	5	1.16822	0	0
SLC25A43	5	1.16822	1	0.645161
SLC25A48	5	1.16822	1	0.645161
SLC25A5	5	1.16822	0	0
SLC25A52	5	1.16822	1	0.645161
SLC26A1	5	1.16822	0	0
SLC27A4	5	1.16822	0	0
SLC29A2	5	1.16822	1	0.645161
SLC2A1	5	1.16822	1	0.645161
SLC30A10	5	1.16822	3	1.93548
SLC35B1	5	1.16822	1	0.645161
SLC35D3	5	1.16822	0	0
SLC35F5	5	1.16822	3	1.93548
SLC37A3	5	1.16822	2	1.29032
SLC38A7	5	1.16822	1	0.645161
SLC39A14	5	1.16822	1	0.645161
SLC39A4	5	1.16822	1	0.645161
SLC39A8	5	1.16822	0	0
SLC3A1	5	1.16822	1	0.645161
SLC40A1	5	1.16822	2	1.29032
SLC41A2	5	1.16822	2	1.29032
SLC47A2	5	1.16822	1	0.645161
SLC52A1	5	1.16822	1	0.645161
SLC52A2	5	1.16822	2	1.29032
SLC52A3	5	1.16822	1	0.645161
SLC5A11	5	1.16822	1	0.645161
SLC6A18	5	1.16822	2	1.29032
SLC6A19	5	1.16822	1	0.645161
SLC7A14	5	1.16822	2	1.29032
SLC7A5	5	1.16822	1	0.645161
SLC7A8	5	1.16822	1	0.645161
SLC9A6	5	1.16822	1	0.645161
SLC9B2	5	1.16822	0	0
SMARCE1	5	1.16822	1	0.645161
SMPDL3B	5	1.16822	0	0
SMU1	5	1.16822	0	0
SMYD2	5	1.16822	0	0
SMYD3	5	1.16822	2	1.29032
SMYD4	5	1.16822	1	0.645161
SNRNP48	5	1.16822	2	1.29032
SNRPA	5	1.16822	1	0.645161
SNX10	5	1.16822	1	0.645161
SNX17	5	1.16822	2	1.29032
SOCS3	5	1.16822	0	0
SORD	5	1.16822	2	1.29032
SOX15	5	1.16822	1	0.645161
SOX21	5	1.16822	1	0.645161
SOX3	5	1.16822	0	0
SP8	5	1.16822	1	0.645161
SPACA7	5	1.16822	1	0.645161
SPAG11A	5	1.16822	0	0
SPAG8	5	1.16822	0	0
SPAM1	5	1.16822	6	3.87097
SPATA22	5	1.16822	3	1.93548
SPATS1	5	1.16822	0	0
SPDEF	5	1.16822	0	0
SPESP1	5	1.16822	0	0
SPIB	5	1.16822	1	0.645161
SPINDOC	5	1.16822	0	0
SPIRE1	5	1.16822	1	0.645161
SPN	5	1.16822	1	0.645161
SPPL2A	5	1.16822	0	0
SPRY4	5	1.16822	0	0
SPX	5	1.16822	1	0.645161
SQLE	5	1.16822	3	1.93548
SRF	5	1.16822	0	0
SRPRA	5	1.16822	3	1.93548
SRPX2	5	1.16822	1	0.645161
SRR	5	1.16822	2	1.29032
SRSF1	5	1.16822	0	0
SRSF12	5	1.16822	1	0.645161
SSB	5	1.16822	2	1.29032
SSR1	5	1.16822	0	0
SSTR2	5	1.16822	2	1.29032
SSX5	5	1.16822	1	0.645161
ST3GAL1	5	1.16822	2	1.29032
ST6GAL1	5	1.16822	1	0.645161
ST6GALNAC1	5	1.16822	2	1.29032
ST6GALNAC6	5	1.16822	0	0
ST7	5	1.16822	3	1.93548
ST8SIA2	5	1.16822	2	1.29032
STAC3	5	1.16822	1	0.645161
STAP2	5	1.16822	1	0.645161
STARD3	5	1.16822	0	0
STEAP3	5	1.16822	0	0
STK35	5	1.16822	0	0
STMN4	5	1.16822	0	0
STOML1	5	1.16822	0	0
STRA6	5	1.16822	1	0.645161
STRAP	5	1.16822	1	0.645161
STRC	5	1.16822	2	1.29032
STX12	5	1.16822	0	0
STX2	5	1.16822	2	1.29032
STX3	5	1.16822	2	1.29032
STX7	5	1.16822	1	0.645161
STX8	5	1.16822	3	1.93548
STYX	5	1.16822	1	0.645161
STYXL1	5	1.16822	1	0.645161
SULT4A1	5	1.16822	0	0
SUMF1	5	1.16822	0	0
SURF4	5	1.16822	0	0
SURF6	5	1.16822	1	0.645161
SUV39H1	5	1.16822	1	0.645161
SUZ12	5	1.16822	4	2.58065
SVOP	5	1.16822	0	0
SYCE1	5	1.16822	1	0.645161
SYCE2	5	1.16822	0	0
SYF2	5	1.16822	0	0
SYNC	5	1.16822	1	0.645161
SYT17	5	1.16822	2	1.29032
SYT6	5	1.16822	4	2.58065
SYT7	5	1.16822	1	0.645161
TADA2A	5	1.16822	1	0.645161
TAF1A	5	1.16822	1	0.645161
TAF1B	5	1.16822	0	0
TAF6	5	1.16822	1	0.645161
TAS2R39	5	1.16822	3	1.93548
TAS2R50	5	1.16822	3	1.93548
TAS2R7	5	1.16822	1	0.645161
TAS2R8	5	1.16822	1	0.645161
TAZ	5	1.16822	1	0.645161
TBL3	5	1.16822	0	0
TCN2	5	1.16822	1	0.645161
TCP11L1	5	1.16822	1	0.645161
TCTE1	5	1.16822	2	1.29032
TCTN3	5	1.16822	4	2.58065
TEAD3	5	1.16822	0	0
TEF	5	1.16822	0	0
TEKT1	5	1.16822	3	1.93548
TEPP	5	1.16822	2	1.29032
TES	5	1.16822	0	0
TEX13A	5	1.16822	4	2.58065
TEX45	5	1.16822	0	0
TEX9	5	1.16822	2	1.29032
TFB2M	5	1.16822	0	0
TFCP2	5	1.16822	2	1.29032
TFDP2	5	1.16822	0	0
TGFB1	5	1.16822	1	0.645161
TGFBI	5	1.16822	0	0
